"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5068414010661e+13,,2000,3,1,18,20029,1,5.1,38,38,71,12
6.5068426010661e+13,,2000,3,1,19,20029,1,5.1,38,38,71,12
6.5068438010661e+13,,2000,3,1,20,20029,1,5.5,39,39,71,12
6.5068446010661e+13,,2000,3,1,21,20029,1,5,38,38,95,12
6.5068456010661e+13,,2000,3,1,22,20029,1,2.7,21,,95,12
6.5068471010661e+13,,2000,3,1,23,20029,1,4.5,30,,95,12
6.5068483010661e+13,,2000,3,1,24,20029,1,3.4,25,,95,12
6.5068499010661e+13,,2000,3,1,25,20029,1,4.5,30,,71,12
6.5068510010661e+13,,2000,3,2,1,20029,1,7.5,57,57,71,12
6.5068518010661e+13,,2000,3,2,2,20029,1,6.2,58,58,71,12
6.5068527010661e+13,,2000,3,2,3,20029,1,8.6,57,57,71,12
6.5068563010661e+13,,2000,3,2,7,20029,1,5.5,52,52,71,12
6.5068536010661e+13,,2000,3,2,4,20029,1,7.4,58,58,71,12
6.5068546010661e+13,,2000,3,2,5,20029,1,5.3,39,39,71,12
6.5068555010661e+13,,2000,3,2,6,20029,1,6.8,57,57,71,12
6.5068572010661e+13,,2000,3,2,8,20029,1,7.3,58,58,71,12
6.5068582010661e+13,,2000,3,2,9,20029,1,7,42,42,95,12
6.5068593010661e+13,,2000,3,2,10,20029,1,7.2,60,60,71,12
6.5068602010661e+13,,2000,3,2,11,20029,1,4.4,30,,95,12
6.5068615010661e+13,,2000,3,3,1,20029,1,5.9,40,40,71,12
6.5068626010661e+13,,2000,3,3,2,20029,1,5.5,37,37,71,12
6.5068634010661e+13,,2000,3,3,3,20029,1,7.3,41,41,71,12
6.5068645010661e+13,,2000,3,3,4,20029,1,5.1,38,38,71,12
6.5068652010661e+13,,2000,3,3,5,20029,1,7.2,39,39,95,12
6.5068660010661e+13,,2000,3,4,1,20029,1,5.7,40,40,95,12
6.5068668010661e+13,,2000,3,4,2,20029,1,5.4,40,40,95,12
6.5068677010661e+13,,2000,3,4,3,20029,1,6,45,45,71,12
6.5068685010661e+13,,2000,3,4,4,20029,1,7.1,46,46,71,12
6.5068693010661e+13,,2000,3,4,5,20029,1,6.9,45,45,71,12
6.5068703010661e+13,,2000,3,4,6,20029,1,2.8,22,,95,12
6.5068718010661e+13,,2000,3,4,7,20029,1,2.4,19,,95,12
6.5068731010661e+13,,2000,3,4,8,20029,1,4.2,29,,95,12
6.5068741010661e+13,,2000,3,4,9,20029,1,1.2,12,,95,12
6.5068752010661e+13,,2000,3,4,10,20029,1,2.9,22,,95,12
6.5068769010661e+13,,2000,3,4,11,20029,1,4.5,30,,95,12
6.5068784010661e+13,,2000,3,4,12,20029,1,1.7,15,,95,12
6.5068796010661e+13,,2000,3,4,13,20029,1,4,28,,95,12
6.5068810010661e+13,,2000,3,4,14,20029,1,2.5,20,,95,12
6.5068822010661e+13,,2000,3,4,15,20029,1,2,17,,95,12
6.5068832010661e+13,,2000,3,4,16,20029,1,2.6,21,,95,12
6.5068846010661e+13,,2000,3,4,17,20029,1,2.4,19,,95,12
6.5068860010661e+13,,2000,3,4,18,20029,1,3.8,27,,95,12
6.5068870010661e+13,,2000,3,101,1,20029,1,1.7,,,95,12
6.5068889010661e+13,,2000,3,101,2,20029,1,3.2,,,95,12
6.5068907010661e+13,,2000,3,101,3,20029,2,,,,95,12
6.5068926010661e+13,,2000,3,101,4,20029,1,4.2,,,71,12
6.5069027010661e+13,,2000,3,101,8,20029,1,2.6,,,71,12
6.5068949010661e+13,,2000,3,101,5,20029,1,2.7,,,95,12
6.5068974010661e+13,,2000,3,101,6,20029,1,3,,,95,12
6.5069000010661e+13,,2000,3,101,7,20029,1,1.9,,,95,12
6.5069054010661e+13,,2000,3,101,9,20029,1,1.7,,,95,12
6.5069084010661e+13,,2000,3,101,10,20029,1,2,,,95,12
6.5069107010661e+13,,2000,3,101,11,20029,1,3,,,95,12
6.5069131010661e+13,,2000,3,101,12,20029,1,1.9,,,95,12
6.5069158010661e+13,,2000,3,101,13,20029,1,3.3,,,95,12
6.5069181010661e+13,,2000,3,101,14,20029,1,2.8,,,95,12
6.5069202010661e+13,,2000,3,101,15,20029,1,2.7,,,95,12
6.5069225010661e+13,,2000,3,101,16,20029,2,,,,95,12
6.5069248010661e+13,,2000,3,101,17,20029,1,3.2,,,95,12
6.5069267010661e+13,,2000,3,102,1,20029,1,5,,,71,12
6.5069298010661e+13,,2000,3,102,2,20029,1,2,,,71,12
6.5069322010661e+13,,2000,3,102,3,20029,1,5.1,,,71,12
6.5069349010661e+13,,2000,3,102,4,20029,1,4.7,,,71,12
6.5069375010661e+13,,2000,3,102,5,20029,1,3.9,,,95,12
6.5069399010661e+13,,2000,3,102,6,20029,1,2.5,,,95,12
6.5069423010661e+13,,2000,3,103,1,20029,1,7.5,,,71,12
6.5069454010661e+13,,2000,3,104,3,20029,1,9.1,,,71,12
6.5069488010661e+13,,2000,3,104,4,20029,1,8.4,,,71,12
6.5069518010661e+13,,2000,3,105,1,20029,1,10.8,,,71,12
6.5070612010661e+13,,2000,3,1,1,20045,1,8,51,51,746,12
6.5070622010661e+13,,2000,3,1,2,20045,1,7.3,49,49,746,12
6.5070629010661e+13,,2000,3,1,3,20045,1,8.8,50,50,746,12
6.5070640010661e+13,,2000,3,1,4,20045,1,5.8,40,40,746,12
6.5070648010661e+13,,2000,3,1,5,20045,1,6.3,52,52,746,12
6.5070659010661e+13,,2000,3,1,6,20045,1,5.3,42,42,746,12
6.5070667010661e+13,,2000,3,1,7,20045,1,8.2,53,53,746,12
6.5070678010661e+13,,2000,3,1,8,20045,1,5.5,44,44,746,12
6.5070688010661e+13,,2000,3,1,9,20045,1,6.9,52,52,746,12
6.5070698010661e+13,,2000,3,2,1,20045,1,8.6,48,48,823,12
6.5070707010661e+13,,2000,3,2,2,20045,2,12,62,48,833,12
6.5070716010661e+13,,2000,3,4,1,20045,1,5.8,35,35,746,12
6.5070722010661e+13,,2000,3,4,2,20045,1,8.6,51,51,746,12
6.5070731010661e+13,,2000,3,4,3,20045,1,5.4,39,39,809,12
6.5070740010661e+13,,2000,3,4,4,20045,1,6.1,45,45,746,12
6.5070746010661e+13,,2000,3,4,5,20045,1,5.8,38,38,809,12
6.5070755010661e+13,,2000,3,4,6,20045,1,8,33,33,762,12
6.5070765010661e+13,,2000,3,4,7,20045,1,7.1,31,31,762,12
6.5070771010661e+13,,2000,3,4,8,20045,1,18.3,52,52,809,12
6.5068123010661e+13,,2000,3,1,1,20069,2,7.4,48,7,375,12
6.5070779010661e+13,,2000,3,4,9,20045,1,15.1,50,42,809,12
6.5070788010661e+13,,2000,3,4,10,20045,1,1.3,17,,746,12
6.5070799010661e+13,,2000,3,4,11,20045,1,2.2,24,,746,12
6.5068128010661e+13,,2000,3,1,2,20069,2,9.6,56,15,972,12
6.5068135010661e+13,,2000,3,2,1,20069,2,6.3,43,11,375,12
6.5068148010661e+13,,2000,3,2,2,20069,2,7.4,48,12,972,12
6.5068160010661e+13,,2000,3,2,3,20069,2,10.2,57,48,71,12
6.5068167010661e+13,,2000,3,3,1,20069,2,6.9,46,19,972,12
6.5068176010661e+13,,2000,3,4,1,20069,2,12.2,63,42,972,12
6.5068188010661e+13,,2000,3,4,2,20069,2,8.4,51,10,375,12
6.5068201010661e+13,,2000,3,4,3,20069,2,6.5,44,23,375,12
6.5068207010661e+13,,2000,3,4,4,20069,2,6.8,45,6,375,12
6.5068216010661e+13,,2000,3,4,5,20069,1,7.8,41,41,375,12
6.5068227010661e+13,,2000,3,4,6,20069,2,7.3,47,39,375,12
6.5068240010661e+13,,2000,3,4,7,20069,2,6.9,46,14,375,12
6.5068245010661e+13,,2000,3,4,8,20069,1,2.5,26,,746,12
6.5069706010661e+13,,2000,3,1,2,20090,1,8.5,57,57,544,12
6.5069710010661e+13,,2000,3,1,3,20090,1,8.9,65,65,544,12
6.5069719010661e+13,,2000,3,1,4,20090,1,6.2,42,42,544,12
6.5069725010661e+13,,2000,3,1,8,20090,1,6.1,40,40,544,12
6.5069734010661e+13,,2000,3,1,9,20090,1,8.1,51,51,544,12
6.5069740010661e+13,,2000,3,1,10,20090,1,5.8,47,47,544,12
6.5069748010661e+13,,2000,3,1,11,20090,1,6.9,59,59,544,12
6.5069759010661e+13,,2000,3,1,12,20090,1,6.1,54,54,402,12
6.5069763010661e+13,,2000,3,1,13,20090,1,7.7,57,57,544,12
6.5069771010661e+13,,2000,3,1,14,20090,1,10.5,60,60,746,12
6.5069781010661e+13,,2000,3,2,1,20090,1,13,38,38,601,12
6.5069788010661e+13,,2000,3,2,2,20090,2,7.2,47,7,601,12
6.5069799010661e+13,,2000,3,2,3,20090,1,12.8,45,45,601,12
6.5069845010661e+13,,2000,3,3,3,20090,2,7.7,49,35,972,12
6.5069812010661e+13,,2000,3,2,4,20090,1,10.2,43,43,601,12
6.5069825010661e+13,,2000,3,3,1,20090,1,15.5,59,59,544,12
6.5069835010661e+13,,2000,3,3,2,20090,1,6.6,47,47,972,12
6.5069856010661e+13,,2000,3,3,4,20090,2,7.4,48,34,972,12
6.5069865010661e+13,,2000,3,3,5,20090,1,6.9,63,63,951,12
6.5069873010661e+13,,2000,3,3,6,20090,1,6.2,60,60,951,12
6.5069880010661e+13,,2000,3,3,7,20090,1,9.9,65,65,544,12
6.5069890010661e+13,,2000,3,3,8,20090,2,8.8,58,58,972,12
6.5069898010661e+13,,2000,3,4,1,20090,1,21.4,69,69,951,12
6.5069907010661e+13,,2000,3,4,2,20090,1,5.6,31,31,951,12
6.5069916010661e+13,,2000,3,4,3,20090,1,9,49,49,951,12
6.5069925010661e+13,,2000,3,4,4,20090,1,7.1,49,49,951,12
6.5069934010661e+13,,2000,3,4,5,20090,1,9.9,50,50,601,12
6.5069943010661e+13,,2000,3,4,6,20090,1,6.1,42,42,746,12
6.5069951010661e+13,,2000,3,4,7,20090,1,5.9,47,47,544,12
6.5069959010661e+13,,2000,3,4,8,20090,1,3.4,32,,951,12
6.5071611010661e+13,,2000,3,1,1,20112,1,14.6,62,62,543,12
6.5071617010661e+13,,2000,3,1,2,20112,2,10.1,57,10,375,12
6.5071626010661e+13,,2000,3,1,3,20112,1,8.4,40,40,71,12
6.5071636010661e+13,,2000,3,1,4,20112,1,15.7,50,50,543,12
6.5071644010661e+13,,2000,3,1,6,20112,1,15.3,60,60,543,12
6.5071653010661e+13,,2000,3,1,7,20112,2,7.9,50,22,71,12
6.5071659010661e+13,,2000,3,1,8,20112,2,7.2,47,7,71,12
6.5071664010661e+13,,2000,3,1,9,20112,2,7.1,47,41,71,12
6.5071673010661e+13,,2000,3,1,10,20112,1,7,39,39,972,12
6.5071678010661e+13,,2000,3,1,11,20112,1,7.7,40,40,543,12
6.5071687010661e+13,,2000,3,1,12,20112,1,5.8,37,17,972,12
6.5071704010661e+13,,2000,3,1,14,20112,1,1,14,,543,12
6.5071735010661e+13,,2000,3,2,2,20112,1,5.8,43,43,316,12
6.5071693010661e+13,,2000,3,1,13,20112,1,6,35,35,543,12
6.5071714010661e+13,,2000,3,1,15,20112,1,1.1,15,,543,12
6.5071724010661e+13,,2000,3,2,1,20112,2,6.6,45,35,375,12
6.5071740010661e+13,,2000,3,2,3,20112,1,6,43,31,316,12
6.5071748010661e+13,,2000,3,2,4,20112,2,5.4,39,14,375,12
6.5071759010661e+13,,2000,3,2,5,20112,2,6.2,43,19,972,12
6.5071763010661e+13,,2000,3,2,6,20112,2,5.1,38,19,375,12
6.5071774010661e+13,,2000,3,2,7,20112,1,2.4,25,,543,12
6.5071786010661e+13,,2000,3,3,1,20112,2,9.8,56,5,71,12
6.5071792010661e+13,,2000,3,3,2,20112,1,6.1,35,14,316,12
6.5071802010661e+13,,2000,3,3,3,20112,2,9.1,54,22,316,12
