"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5766087010661e+13,,2001,4,4,1,20011,1,20.8,75,75,804,12
6.5766089010661e+13,,2001,4,4,2,20011,1,38.3,77,77,804,12
6.5766091010661e+13,,2001,4,4,3,20011,2,17,77,42,544,12
6.5766093010661e+13,,2001,4,4,4,20011,1,15.2,73,73,544,12
6.5766095010661e+13,,2001,4,4,5,20011,1,15.9,77,77,544,12
6.5766097010661e+13,,2001,4,4,6,20011,1,15.6,68,68,544,12
6.5766099010661e+13,,2001,4,4,7,20011,1,5.9,31,31,682,12
6.5766101010661e+13,,2001,4,4,8,20011,1,4.4,37,,977,12
6.5766103010661e+13,,2001,4,4,9,20011,1,2.6,27,,682,12
6.5766105010661e+13,,2001,4,4,10,20011,1,2.4,25,,682,12
6.8887797010661e+13,,2003,4,1,3,20129,1,7.8,48,48,313,12
6.8887799010661e+13,,2003,4,1,4,20129,1,6.8,59,59,462,12
6.8887801010661e+13,,2003,4,1,5,20129,1,10.5,73,73,972,12
6.8887803010661e+13,,2003,4,1,6,20129,1,7.1,54,54,313,12
6.8887805010661e+13,,2003,4,1,7,20129,1,5.7,24,24,391,12
6.8887808010661e+13,,2003,4,1,8,20129,1,8.3,23,23,500,12
6.8887810010661e+13,,2003,4,1,9,20129,1,5.2,23,23,500,12
6.8887812010661e+13,,2003,4,1,10,20129,1,8,72,72,313,12
6.8887814010661e+13,,2003,4,1,11,20129,1,6.1,40,40,313,12
6.8887816010661e+13,,2003,4,1,12,20129,1,6.5,63,63,462,12
6.8887818010661e+13,,2003,4,1,13,20129,1,11.4,73,73,313,12
6.8887820010661e+13,,2003,4,2,1,20129,1,5.6,25,25,500,12
6.8887822010661e+13,,2003,4,2,2,20129,1,7.2,53,53,544,12
6.8887824010661e+13,,2003,4,2,3,20129,1,5.2,74,74,544,12
6.8887832010661e+13,,2003,4,2,7,20129,1,5.1,27,27,313,12
6.8887826010661e+13,,2003,4,2,4,20129,1,5.8,29,29,500,12
6.8887828010661e+13,,2003,4,2,5,20129,1,5.4,55,55,544,12
6.8887830010661e+13,,2003,4,2,6,20129,1,7.3,66,66,544,12
6.8887834010661e+13,,2003,4,2,8,20129,1,7.1,51,51,313,12
6.8887836010661e+13,,2003,4,2,9,20129,1,8,58,58,313,12
6.8887838010661e+13,,2003,4,2,10,20129,1,7,48,48,544,12
6.8887840010661e+13,,2003,4,2,11,20129,1,6,42,42,544,12
6.8887842010661e+13,,2003,4,2,12,20129,1,5,21,21,500,12
6.8887844010661e+13,,2003,4,2,13,20129,1,3,29,,500,12
6.8887846010661e+13,,2003,4,2,14,20129,1,2.2,24,,544,12
6.8887848010661e+13,,2003,4,3,1,20129,1,25.7,105,105,544,12
6.8887850010661e+13,,2003,4,3,2,20129,1,21.7,55,55,544,12
6.8887852010661e+13,,2003,4,3,3,20129,1,19.8,120,120,544,12
6.8887854010661e+13,,2003,4,3,4,20129,1,10.8,51,51,544,12
6.8887856010661e+13,,2003,4,3,5,20129,1,14.5,63,63,544,12
6.8887858010661e+13,,2003,4,3,6,20129,1,21,48,48,544,12
6.8887860010661e+13,,2003,4,3,7,20129,1,14.2,74,74,544,12
6.8887862010661e+13,,2003,4,3,8,20129,1,19,74,74,544,12
6.8887864010661e+13,,2003,4,3,9,20129,1,7.9,53,53,972,12
6.8887866010661e+13,,2003,4,4,1,20129,1,6.4,22,22,500,12
6.8887868010661e+13,,2003,4,4,2,20129,1,27.3,115,115,544,12
6.8887789010661e+13,,2003,4,4,3,20129,1,16.3,87,87,544,12
6.8887791010661e+13,,2003,4,4,4,20129,1,2.6,27,,500,12
6.8887793010661e+13,,2003,4,4,5,20129,1,2.9,29,,500,12
6.8887795010661e+13,,2003,4,4,6,20129,1,2.5,26,,500,12
6.8887676010661e+13,,2003,4,101,1,20129,2,,,,500,12
