"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5123209010661e+13,,2000,3,1,6,20010,1,6.3,45,45,823,12
6.5123203010661e+13,,2000,3,1,3,20010,1,8.8,53,53,543,12
6.5123205010661e+13,,2000,3,1,4,20010,1,9.2,51,51,823,12
6.5123207010661e+13,,2000,3,1,5,20010,1,9.8,62,62,972,12
6.5123211010661e+13,,2000,3,1,7,20010,1,6.9,46,46,823,12
6.5123213010661e+13,,2000,3,1,8,20010,1,9.2,63,63,543,12
6.5123215010661e+13,,2000,3,1,9,20010,1,6.6,49,25,543,12
6.5123217010661e+13,,2000,3,1,10,20010,1,10.2,65,65,543,12
6.5123220010661e+13,,2000,3,1,11,20010,2,5.1,38,30,543,12
6.5123222010661e+13,,2000,3,1,12,20010,1,23,71,71,823,12
6.5123224010661e+13,,2000,3,1,13,20010,1,5.5,37,37,543,12
6.5123226010661e+13,,2000,3,1,14,20010,1,1.4,17,,763,12
6.5123230010661e+13,,2000,3,1,15,20010,1,1.1,15,,743,12
6.5123234010661e+13,,2000,3,1,16,20010,1,1.1,15,,743,12
6.5123238010661e+13,,2000,3,2,1,20010,1,19.6,73,73,543,12
6.5123240010661e+13,,2000,3,2,2,20010,1,9.6,48,48,823,12
6.5123242010661e+13,,2000,3,2,3,20010,1,11.5,58,58,823,12
6.5123244010661e+13,,2000,3,2,4,20010,1,6.3,41,41,972,12
6.5123246010661e+13,,2000,3,2,5,20010,1,17.1,60,35,543,12
6.5123248010661e+13,,2000,3,2,6,20010,1,5.7,41,41,746,12
6.5123250010661e+13,,2000,3,2,7,20010,1,5.1,33,33,823,12
6.5123252010661e+13,,2000,3,2,8,20010,1,7,36,36,823,12
6.5123254010661e+13,,2000,3,2,9,20010,1,12.5,67,39,543,12
6.5123260010661e+13,,2000,3,3,3,20010,1,6.9,43,43,951,12
6.5123262010661e+13,,2000,3,3,4,20010,1,8,45,45,951,12
