"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5067161010661e+13,,2000,2,1,4,20011,1,6,32,32,746,12
6.5067170010661e+13,,2000,2,1,5,20011,1,7.5,40,40,746,12
6.5067180010661e+13,,2000,2,1,6,20011,1,6.2,30,30,543,12
6.5067190010661e+13,,2000,2,1,7,20011,1,1.3,17,,921,12
6.5067205010661e+13,,2000,2,1,8,20011,1,1.3,17,,921,12
6.5067220010661e+13,,2000,2,1,9,20011,1,1.3,17,,746,12
6.5067231010661e+13,,2000,2,1,10,20011,1,4.8,39,,543,12
6.5067244010661e+13,,2000,2,3,1,20011,1,7.4,50,50,746,12
6.5067253010661e+13,,2000,2,3,2,20011,1,13.6,76,76,746,12
6.5067266010661e+13,,2000,2,3,3,20011,1,7.1,40,40,823,12
6.5067282010661e+13,,2000,2,3,4,20011,1,6.3,40,40,823,12
6.5067292010661e+13,,2000,2,3,5,20011,1,15.8,82,82,746,12
6.5067300010661e+13,,2000,2,3,6,20011,1,10.9,63,63,746,12
6.5067307010661e+13,,2000,2,3,7,20011,1,7.8,58,58,746,12
6.5067315010661e+13,,2000,2,3,8,20011,1,6.1,46,46,823,12
6.5067325010661e+13,,2000,2,3,9,20011,1,5.9,60,60,746,12
6.5067337010661e+13,,2000,2,3,10,20011,1,6.1,48,48,746,12
6.5067347010661e+13,,2000,2,3,11,20011,1,2.6,27,,823,12
6.5057565010661e+13,,2000,2,1,6,20079,2,9.4,55,27,12,12
6.5057572010661e+13,,2000,2,1,7,20079,2,5.8,41,9,12,12
6.5057584010661e+13,,2000,2,1,8,20079,2,7.5,48,7,12,12
6.5057592010661e+13,,2000,2,1,9,20079,1,5,40,32,12,12
6.5057600010661e+13,,2000,2,1,10,20079,1,6.4,44,44,12,12
6.5057609010661e+13,,2000,2,1,11,20079,2,7.7,49,18,12,12
6.5057616010661e+13,,2000,2,2,1,20079,1,10,62,62,746,12
6.5057625010661e+13,,2000,2,2,2,20079,1,8.6,52,52,12,12
6.5057647010661e+13,,2000,2,2,5,20079,1,11.4,60,60,12,12
6.5057633010661e+13,,2000,2,2,3,20079,2,8.6,52,18,375,12
6.5057641010661e+13,,2000,2,2,4,20079,2,11.4,61,18,105,12
6.5057656010661e+13,,2000,2,2,6,20079,1,7.3,54,54,12,12
6.5057679010661e+13,,2000,2,2,7,20079,1,9.2,58,58,12,12
6.5057685010661e+13,,2000,2,3,1,20079,2,5.7,41,7,375,12
6.5057691010661e+13,,2000,2,3,2,20079,1,8.9,59,59,375,12
6.5057709010661e+13,,2000,2,3,3,20079,1,11.8,56,56,12,12
6.5057718010661e+13,,2000,2,3,4,20079,2,11.3,61,25,375,12
6.5057729010661e+13,,2000,2,3,5,20079,1,8.6,58,58,12,12
6.5057736010661e+13,,2000,2,3,6,20079,1,9.3,56,56,12,12
6.5057744010661e+13,,2000,2,3,7,20079,1,7.1,53,53,12,12
6.5057756010661e+13,,2000,2,3,8,20079,1,8.5,56,56,375,12
6.5057761010661e+13,,2000,2,3,9,20079,1,9.2,50,50,12,12
6.5057769010661e+13,,2000,2,3,10,20079,1,9.3,46,46,12,12
6.5057777010661e+13,,2000,2,3,11,20079,1,7.5,59,59,375,12
6.5057788010661e+13,,2000,2,3,12,20079,2,7.3,47,13,375,12
6.5057798010661e+13,,2000,2,3,13,20079,1,5.4,62,62,375,12
6.5057809010661e+13,,2000,2,3,14,20079,1,7.3,60,60,375,12
6.5057818010661e+13,,2000,2,3,15,20079,1,5.9,42,42,12,12
6.5057831010661e+13,,2000,2,3,16,20079,2,5.2,38,5,375,12
6.5057840010661e+13,,2000,2,3,17,20079,2,7.1,47,35,375,12
6.5057853010661e+13,,2000,2,3,18,20079,1,6.5,55,55,375,12
6.5057863010661e+13,,2000,2,3,19,20079,1,7.9,49,49,12,12
6.5057873010661e+13,,2000,2,3,20,20079,1,8.7,57,43,375,12
6.5057885010661e+13,,2000,2,3,21,20079,2,7,46,40,375,12
6.5057893010661e+13,,2000,2,3,22,20079,1,9,60,60,375,12
6.5057904010661e+13,,2000,2,3,23,20079,1,9.5,49,49,12,12
6.5057912010661e+13,,2000,2,4,1,20079,1,9.1,50,50,746,12
6.5057950010661e+13,,2000,2,4,5,20079,1,13.2,72,72,12,12
6.5057920010661e+13,,2000,2,4,2,20079,1,9.8,68,68,746,12
6.5057930010661e+13,,2000,2,4,3,20079,1,12.3,69,69,746,12
