"TREE_UNIQUE_ID","PLOT_UNIQUE_ID","SPCD","PLOT","SUBPLOT","SPCDS","COUNTYCD","STATECD","PLT_CN","INVYR","CYCLE","MEASYEAR","CN","COND_CN","CONDID","STATUSCD","DIA","HT","TPA_UNADJ","last_meas_year","last_status","last_DIA","next_meas_year","is_sapling_measured","new_sapling","sapling_sapling","sapling_tree","sapling_dead","sapling_removed","sapling_vanishes_next_year","sapling_not_sampled","sapling_not_measured"
"9_1_11_105_2_1","9_1_11_105",372,105,2,1,11,9,168930843010661,2010,6,2010,242156028010661,242156016010661,2,1,1.1,15,74.965282,NA,NA,NA,2016,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_105_2_1","9_1_11_105",372,105,2,1,11,9,304031886489998,2016,7,2016,459832835489998,459832823489998,2,1,1.3,16,74.965282,2010,1,1.1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_105_4_1","9_1_11_105",372,105,4,1,11,9,168930843010661,2010,6,2010,242156047010661,242156016010661,2,1,1.4,17,74.965282,NA,NA,NA,2016,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_105_4_1","9_1_11_105",372,105,4,1,11,9,304031886489998,2016,7,2016,459832854489998,459832823489998,2,1,2.8,23,74.965282,2010,1,1.4,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_105_4_2","9_1_11_105",372,105,4,1,11,9,168930843010661,2010,6,2010,242156048010661,242156016010661,2,1,1.5,18,74.965282,NA,NA,NA,2016,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_105_4_2","9_1_11_105",372,105,4,1,11,9,304031886489998,2016,7,2016,459832855489998,459832823489998,2,1,2.4,16,74.965282,2010,1,1.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_107_1_1","9_1_11_107",372,107,1,2,11,9,122555903010661,2007,5,2008,163788945010661,163744605010661,1,1,1.7,20,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_107_1_2","9_1_11_107",541,107,1,1,11,9,122555903010661,2007,5,2008,163788946010661,163744605010661,1,1,2.2,24,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_107_1_2","9_1_11_107",541,107,1,1,11,9,247050469010661,2012,6,2012,188372635020004,188372622020004,1,1,2.1,23,74.965282,2008,1,2.2,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_107_1_2","9_1_11_107",541,107,1,1,11,9,445525723489998,2018,7,2018,647441685126144,647441671126144,1,1,2.2,17,74.965282,2012,1,2.1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_107_1_3","9_1_11_107",375,107,1,2,11,9,122555903010661,2007,5,2008,163788947010661,163744605010661,1,1,1.4,17,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_107_1_6","9_1_11_107",372,107,1,1,11,9,445525723489998,2018,7,2018,647441689126144,647441671126144,1,1,1.1,12,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_107_4_1","9_1_11_107",379,107,4,1,11,9,122555903010661,2007,5,2008,163788952010661,163744605010661,1,1,1.2,16,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_107_4_1","9_1_11_107",379,107,4,1,11,9,247050469010661,2012,6,2012,188372642020004,188372622020004,1,2,NA,NA,NA,2008,1,1.2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_135_2_1","9_1_11_135",762,135,2,1,11,9,55923094010538,2004,5,2003,62173009010538,62172967010538,1,1,1.6,19,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_1","9_1_11_135",762,135,2,1,11,9,119774157010661,2008,6,2008,207503122010661,207503107010661,1,2,NA,NA,NA,2003,1,1.6,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_135_2_2","9_1_11_135",762,135,2,1,11,9,55923094010538,2004,5,2003,62173011010538,62172967010538,1,1,3.8,34,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_2","9_1_11_135",762,135,2,1,11,9,119774157010661,2008,6,2008,207503123010661,207503107010661,1,1,6.2,36,6.018046,2003,1,3.8,2014,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_2","9_1_11_135",762,135,2,1,11,9,14167112020004,2013,7,2014,255170541489998,255170525489998,1,1,7.4,50,6.018046,2008,1,6.2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_2","9_1_11_135",762,135,2,1,11,9,567481534126144,2020,8,2020,1225590495290487,1225590480290487,1,1,8.2,56,6.018046,2014,1,7.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_3","9_1_11_135",68,135,2,1,11,9,55923094010538,2004,5,2003,62173013010538,62172967010538,1,1,1.7,15,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_3","9_1_11_135",68,135,2,1,11,9,119774157010661,2008,6,2008,207503124010661,207503107010661,1,2,NA,NA,NA,2003,1,1.7,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_135_2_4","9_1_11_135",762,135,2,1,11,9,55923094010538,2004,5,2003,62173015010538,62172967010538,1,1,1.9,21,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_4","9_1_11_135",762,135,2,1,11,9,119774157010661,2008,6,2008,207503125010661,207503107010661,1,1,2.8,28,74.965282,2003,1,1.9,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_4","9_1_11_135",762,135,2,1,11,9,14167112020004,2013,7,2014,255170542489998,255170525489998,1,1,3.3,31,74.965282,2008,1,2.8,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_4","9_1_11_135",762,135,2,1,11,9,567481534126144,2020,8,2020,1225590496290487,1225590480290487,1,1,3.5,28,74.965282,2014,1,3.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_135_2_5","9_1_11_135",762,135,2,1,11,9,55923094010538,2004,5,2003,62173017010538,62172967010538,1,1,1.4,17,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_5","9_1_11_135",762,135,2,1,11,9,119774157010661,2008,6,2008,207503126010661,207503107010661,1,1,1.6,19,74.965282,2003,1,1.4,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_2_5","9_1_11_135",762,135,2,1,11,9,14167112020004,2013,7,2014,255170543489998,255170525489998,1,2,NA,NA,NA,2008,1,1.6,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_135_4_1","9_1_11_135",837,135,4,1,11,9,55923094010538,2004,5,2003,62173055010538,62172967010538,1,1,4,35,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_4_1","9_1_11_135",837,135,4,1,11,9,119774157010661,2008,6,2008,207503148010661,207503107010661,1,2,NA,NA,NA,2003,1,4,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_135_4_2","9_1_11_135",316,135,4,1,11,9,55923094010538,2004,5,2003,62173057010538,62172967010538,1,1,4,35,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_4_2","9_1_11_135",316,135,4,1,11,9,119774157010661,2008,6,2008,207503149010661,207503107010661,1,1,4.3,37,74.965282,2003,1,4,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_4_2","9_1_11_135",316,135,4,1,11,9,14167112020004,2013,7,2014,255170566489998,255170525489998,1,1,4.6,38,74.965282,2008,1,4.3,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_4_2","9_1_11_135",316,135,4,1,11,9,567481534126144,2020,8,2020,1225590517290487,1225590481290487,2,1,4.6,40,74.965282,2014,1,4.6,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_135_4_3","9_1_11_135",316,135,4,1,11,9,55923094010538,2004,5,2003,62173059010538,62172967010538,1,1,3.7,33,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_4_3","9_1_11_135",316,135,4,1,11,9,119774157010661,2008,6,2008,207503150010661,207503107010661,1,1,3.8,34,74.965282,2003,1,3.7,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_4_3","9_1_11_135",316,135,4,1,11,9,14167112020004,2013,7,2014,255170567489998,255170525489998,1,1,4.1,36,74.965282,2008,1,3.8,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_135_4_3","9_1_11_135",316,135,4,1,11,9,567481534126144,2020,8,2020,1225590518290487,1225590481290487,2,1,4.3,36,74.965282,2014,1,4.1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_157_1_23","9_1_11_157",931,157,1,1,11,9,122555909010661,2007,5,2008,163788550010661,163744271010661,1,1,2,22,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_1_23","9_1_11_157",931,157,1,1,11,9,247050471010661,2012,6,2012,188372690020004,188372678020004,1,1,2.1,23,74.965282,2008,1,2,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_1_23","9_1_11_157",931,157,1,1,11,9,445525725489998,2018,7,2018,647441745126144,647441731126144,1,2,2.2,21,74.965282,2012,1,2.1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"9_1_11_157_2_10","9_1_11_157",531,157,2,1,11,9,122555909010661,2007,5,2008,163788560010661,163744271010661,1,1,1.1,15,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_10","9_1_11_157",531,157,2,1,11,9,247050471010661,2012,6,2012,188372701020004,188372678020004,1,1,1.3,17,74.965282,2008,1,1.1,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_10","9_1_11_157",531,157,2,1,11,9,445525725489998,2018,7,2018,647441756126144,647441731126144,1,1,1.7,22,74.965282,2012,1,1.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_157_2_6","9_1_11_157",372,157,2,1,11,9,122555909010661,2007,5,2008,163788556010661,163744271010661,1,1,4.3,37,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_6","9_1_11_157",372,157,2,1,11,9,247050471010661,2012,6,2012,188372697020004,188372678020004,1,1,4.5,38,74.965282,2008,1,4.3,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_6","9_1_11_157",372,157,2,1,11,9,445525725489998,2018,7,2018,647441752126144,647441731126144,1,1,4.7,49,74.965282,2012,1,4.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_157_2_7","9_1_11_157",372,157,2,1,11,9,122555909010661,2007,5,2008,163788557010661,163744271010661,1,1,3.3,31,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_7","9_1_11_157",372,157,2,1,11,9,247050471010661,2012,6,2012,188372698020004,188372678020004,1,1,3.4,32,74.965282,2008,1,3.3,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_7","9_1_11_157",372,157,2,1,11,9,445525725489998,2018,7,2018,647441753126144,647441731126144,1,1,3.5,36,74.965282,2012,1,3.4,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_157_2_8","9_1_11_157",372,157,2,1,11,9,122555909010661,2007,5,2008,163788558010661,163744271010661,1,1,3.4,32,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_8","9_1_11_157",372,157,2,1,11,9,247050471010661,2012,6,2012,188372699020004,188372678020004,1,1,3.5,32,74.965282,2008,1,3.4,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_8","9_1_11_157",372,157,2,1,11,9,445525725489998,2018,7,2018,647441754126144,647441731126144,1,1,3.7,36,74.965282,2012,1,3.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_157_2_9","9_1_11_157",372,157,2,1,11,9,122555909010661,2007,5,2008,163788559010661,163744271010661,1,1,3.7,33,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_9","9_1_11_157",372,157,2,1,11,9,247050471010661,2012,6,2012,188372700020004,188372678020004,1,1,3.7,33,74.965282,2008,1,3.7,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_2_9","9_1_11_157",372,157,2,1,11,9,445525725489998,2018,7,2018,647441755126144,647441731126144,1,1,3.8,40,74.965282,2012,1,3.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_157_4_7","9_1_11_157",316,157,4,1,11,9,122555909010661,2007,5,2008,163788577010661,163744271010661,1,1,2.9,29,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_4_7","9_1_11_157",316,157,4,1,11,9,247050471010661,2012,6,2012,188372717020004,188372678020004,1,1,3,29,74.965282,2008,1,2.9,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_157_4_7","9_1_11_157",316,157,4,1,11,9,445525725489998,2018,7,2018,647441774126144,647441731126144,1,1,3.1,28,74.965282,2012,1,3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_181_1_26","9_1_11_181",372,181,1,1,11,9,74336086010538,2006,5,2006,74336126010538,74336091010538,1,1,3.4,32,74.965282,NA,NA,NA,2011,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_1_26","9_1_11_181",372,181,1,1,11,9,220913549010661,2011,6,2011,28473658020004,28473641020004,1,1,4.1,36,74.965282,2006,1,3.4,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_1_26","9_1_11_181",372,181,1,1,11,9,373850961489998,2017,7,2018,509574662126144,509574617126144,1,1,4.9,45,74.965282,2011,1,4.1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_181_1_27","9_1_11_181",531,181,1,1,11,9,74336086010538,2006,5,2006,74336128010538,74336091010538,1,1,1.1,15,74.965282,NA,NA,NA,2011,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_1_27","9_1_11_181",531,181,1,1,11,9,220913549010661,2011,6,2011,28473659020004,28473641020004,1,1,1.3,17,74.965282,2006,1,1.1,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_1_27","9_1_11_181",531,181,1,1,11,9,373850961489998,2017,7,2018,509574663126144,509574617126144,1,1,1.5,13,74.965282,2011,1,1.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_181_1_28","9_1_11_181",318,181,1,1,11,9,74336086010538,2006,5,2006,74336130010538,74336091010538,1,1,3.3,31,74.965282,NA,NA,NA,2011,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_1_28","9_1_11_181",318,181,1,1,11,9,220913549010661,2011,6,2011,28473660020004,28473641020004,1,1,3.8,34,74.965282,2006,1,3.3,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_1_28","9_1_11_181",318,181,1,1,11,9,373850961489998,2017,7,2018,509574664126144,509574617126144,1,1,4.3,35,74.965282,2011,1,3.8,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_181_2_11","9_1_11_181",318,181,2,1,11,9,74336086010538,2006,5,2006,74336156010538,74336091010538,1,1,1.5,18,74.965282,NA,NA,NA,2011,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_2_11","9_1_11_181",318,181,2,1,11,9,220913549010661,2011,6,2011,28473673020004,28473641020004,1,1,1.7,20,74.965282,2006,1,1.5,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_2_11","9_1_11_181",318,181,2,1,11,9,373850961489998,2017,7,2018,509574675126144,509574617126144,1,1,2,15,74.965282,2011,1,1.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_181_2_12","9_1_11_181",391,181,2,1,11,9,373850961489998,2017,7,2018,509574676126144,509574617126144,1,1,1.1,12,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_181_3_12","9_1_11_181",316,181,3,1,11,9,74336086010538,2006,5,2006,74336180010538,74336091010538,1,1,2.6,27,74.965282,NA,NA,NA,2011,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_3_12","9_1_11_181",316,181,3,1,11,9,220913549010661,2011,6,2011,28473685020004,28473641020004,1,1,2.7,27,74.965282,2006,1,2.6,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_3_12","9_1_11_181",316,181,3,1,11,9,373850961489998,2017,7,2018,509574689126144,509574617126144,1,1,2.9,23,74.965282,2011,1,2.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_181_3_13","9_1_11_181",316,181,3,1,11,9,74336086010538,2006,5,2006,74336182010538,74336091010538,1,1,3.4,32,74.965282,NA,NA,NA,2011,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_3_13","9_1_11_181",316,181,3,1,11,9,220913549010661,2011,6,2011,28473686020004,28473641020004,1,1,3.9,35,74.965282,2006,1,3.4,2018,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_181_3_13","9_1_11_181",316,181,3,1,11,9,373850961489998,2017,7,2018,509574690126144,509574617126144,1,1,4.5,40,74.965282,2011,1,3.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_185_2_1","9_1_11_185",371,185,2,2,11,9,122555895010661,2007,5,2008,163788906010661,163744555010661,2,1,3.7,33,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_185_2_1","9_1_11_185",371,185,2,2,11,9,220913523010661,2011,6,2012,28473845020004,28473829020004,2,1,3.9,35,74.965282,2008,1,3.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_11_202_1_24","9_1_11_202",371,202,1,1,11,9,62289979010538,2005,5,2005,62290021010538,62289981010538,1,1,1.3,17,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_1_24","9_1_11_202",371,202,1,1,11,9,144992397010661,2009,6,2010,224828153010661,224828131010661,1,1,1.6,19,74.965282,2005,1,1.3,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_1_24","9_1_11_202",371,202,1,1,11,9,168249124020004,2015,7,2015,352236656489998,352236642489998,1,0,NA,NA,NA,2010,1,1.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_202_1_25","9_1_11_202",371,202,1,1,11,9,62289979010538,2005,5,2005,62290023010538,62289981010538,1,1,2.1,23,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_1_25","9_1_11_202",371,202,1,1,11,9,144992397010661,2009,6,2010,224828154010661,224828131010661,1,2,NA,NA,NA,2005,1,2.1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_11_202_1_26","9_1_11_202",391,202,1,1,11,9,62289979010538,2005,5,2005,62290025010538,62289981010538,1,1,2,22,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_1_26","9_1_11_202",391,202,1,1,11,9,144992397010661,2009,6,2010,224828155010661,224828131010661,1,1,2,22,74.965282,2005,1,2,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_1_26","9_1_11_202",391,202,1,1,11,9,168249124020004,2015,7,2015,352236657489998,352236642489998,1,0,NA,NA,NA,2010,1,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_202_1_27","9_1_11_202",701,202,1,1,11,9,62289979010538,2005,5,2005,62290027010538,62289981010538,1,1,1.3,17,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_1_27","9_1_11_202",701,202,1,1,11,9,144992397010661,2009,6,2010,224828156010661,224828131010661,1,1,1.3,17,74.965282,2005,1,1.3,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_1_27","9_1_11_202",701,202,1,1,11,9,168249124020004,2015,7,2015,352236658489998,352236642489998,1,0,NA,NA,NA,2010,1,1.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_202_3_12","9_1_11_202",316,202,3,1,11,9,62289979010538,2005,5,2005,62290065010538,62289981010538,1,1,2,22,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_3_12","9_1_11_202",316,202,3,1,11,9,144992397010661,2009,6,2010,224828175010661,224828131010661,1,1,2.1,23,74.965282,2005,1,2,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_3_12","9_1_11_202",316,202,3,1,11,9,168249124020004,2015,7,2015,352236677489998,352236642489998,1,0,NA,NA,NA,2010,1,2.1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_202_3_13","9_1_11_202",371,202,3,1,11,9,62289979010538,2005,5,2005,62290067010538,62289981010538,1,1,1.6,19,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_3_13","9_1_11_202",371,202,3,1,11,9,144992397010661,2009,6,2010,224828176010661,224828131010661,1,1,1.6,19,74.965282,2005,1,1.6,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_3_13","9_1_11_202",371,202,3,1,11,9,168249124020004,2015,7,2015,352236678489998,352236642489998,1,0,NA,NA,NA,2010,1,1.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_202_3_14","9_1_11_202",372,202,3,1,11,9,62289979010538,2005,5,2005,62290069010538,62289981010538,1,1,1,14,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_3_14","9_1_11_202",372,202,3,1,11,9,144992397010661,2009,6,2010,224828177010661,224828131010661,1,1,1.1,15,74.965282,2005,1,1,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_3_14","9_1_11_202",372,202,3,1,11,9,168249124020004,2015,7,2015,352236679489998,352236642489998,1,0,NA,NA,NA,2010,1,1.1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_202_4_4","9_1_11_202",701,202,4,1,11,9,62289979010538,2005,5,2005,62290079010538,62289981010538,1,1,1.3,17,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_4_4","9_1_11_202",701,202,4,1,11,9,144992397010661,2009,6,2010,224828182010661,224828131010661,1,1,1.4,17,74.965282,2005,1,1.3,2015,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_202_4_4","9_1_11_202",701,202,4,1,11,9,168249124020004,2015,7,2015,352236684489998,352236642489998,1,0,NA,NA,NA,2010,1,1.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE
"9_1_11_205_1_1","9_1_11_205",371,205,1,1,11,9,74336460010538,2006,5,2006,74336508010538,74336467010538,2,1,1.7,20,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_11_205_1_1","9_1_11_205",371,205,1,1,11,9,168930821010661,2010,6,2010,242155991010661,242155984010661,2,2,NA,NA,NA,2006,1,1.7,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
