"TREE_UNIQUE_ID","PLOT_UNIQUE_ID","SPCD","PLOT","SUBPLOT","SPCDS","COUNTYCD","STATECD","PLT_CN","INVYR","CYCLE","MEASYEAR","CN","COND_CN","CONDID","STATUSCD","DIA","HT","TPA_UNADJ","last_meas_year","last_status","last_DIA","next_meas_year","is_sapling_measured","new_sapling","sapling_sapling","sapling_tree","sapling_dead","sapling_removed","sapling_vanishes_next_year","sapling_not_sampled","sapling_not_measured"
"9_1_3_557_2_1","9_1_3_557",372,557,2,1,3,9,119774185010661,2008,6,2008,207501117010661,207501105010661,1,1,1.9,21,74.965282,2003,1,1.6,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_557_2_1","9_1_3_557",372,557,2,1,3,9,14167043020004,2013,7,2013,255168210489998,255168190489998,1,1,2.3,24,74.965282,2008,1,1.9,2020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_557_2_1","9_1_3_557",372,557,2,1,3,9,567481549126144,2020,8,2020,1225590820290487,1225590797290487,1,1,2.7,24,74.965282,2013,1,2.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_1_6","9_1_3_563",316,563,1,1,3,9,55915620010538,2003,5,2003,55915690010538,55915622010538,1,1,1.5,18,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_1_6","9_1_3_563",316,563,1,1,3,9,119774163010661,2008,6,2008,207501044010661,207501033010661,1,1,1.7,20,74.965282,2003,1,1.5,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_1_6","9_1_3_563",316,563,1,1,3,9,14167115020004,2013,7,2013,255170730489998,255170705489998,1,3,NA,NA,NA,2008,1,1.7,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"9_1_3_563_2_10","9_1_3_563",316,563,2,1,3,9,55915620010538,2003,5,2003,55915706010538,55915622010538,1,1,2.2,24,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_10","9_1_3_563",316,563,2,1,3,9,119774163010661,2008,6,2008,207501052010661,207501033010661,1,1,2.4,25,74.965282,2003,1,2.2,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_10","9_1_3_563",316,563,2,1,3,9,14167115020004,2013,7,2013,255170737489998,255170705489998,1,1,2.7,27,74.965282,2008,1,2.4,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_10","9_1_3_563",316,563,2,1,3,9,503649917126144,2019,8,2019,729141219290487,729141188290487,1,1,3.2,33,74.965282,2013,1,2.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_2_11","9_1_3_563",833,563,2,1,3,9,55915620010538,2003,5,2003,55915708010538,55915622010538,1,1,1,14,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_11","9_1_3_563",833,563,2,1,3,9,119774163010661,2008,6,2008,207501053010661,207501033010661,1,1,1.1,15,74.965282,2003,1,1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_11","9_1_3_563",833,563,2,1,3,9,14167115020004,2013,7,2013,255170738489998,255170705489998,1,1,1.2,16,74.965282,2008,1,1.1,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_11","9_1_3_563",833,563,2,1,3,9,503649917126144,2019,8,2019,729141220290487,729141188290487,1,1,1.4,15,74.965282,2013,1,1.2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_2_14","9_1_3_563",802,563,2,1,3,9,503649917126144,2019,8,2019,729141221290487,729141188290487,1,1,1.1,13,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_2_6","9_1_3_563",316,563,2,1,3,9,55915620010538,2003,5,2003,55915698010538,55915622010538,1,1,2.1,23,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_6","9_1_3_563",316,563,2,1,3,9,119774163010661,2008,6,2008,207501048010661,207501033010661,1,1,2.5,26,74.965282,2003,1,2.1,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_6","9_1_3_563",316,563,2,1,3,9,14167115020004,2013,7,2013,255170734489998,255170705489998,1,1,2.7,27,74.965282,2008,1,2.5,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_6","9_1_3_563",316,563,2,1,3,9,503649917126144,2019,8,2019,729141216290487,729141188290487,1,1,3.1,34,74.965282,2013,1,2.7,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_2_7","9_1_3_563",316,563,2,1,3,9,55915620010538,2003,5,2003,55915700010538,55915622010538,1,1,1.3,17,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_7","9_1_3_563",316,563,2,1,3,9,119774163010661,2008,6,2008,207501049010661,207501033010661,1,1,1.3,17,74.965282,2003,1,1.3,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_7","9_1_3_563",316,563,2,1,3,9,14167115020004,2013,7,2013,255170735489998,255170705489998,1,1,1.5,18,74.965282,2008,1,1.3,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_7","9_1_3_563",316,563,2,1,3,9,503649917126144,2019,8,2019,729141217290487,729141188290487,1,1,1.6,14,74.965282,2013,1,1.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_2_8","9_1_3_563",316,563,2,1,3,9,55915620010538,2003,5,2003,55915702010538,55915622010538,1,1,1,14,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_8","9_1_3_563",316,563,2,1,3,9,119774163010661,2008,6,2008,207501050010661,207501033010661,1,2,NA,NA,NA,2003,1,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_563_2_9","9_1_3_563",316,563,2,1,3,9,55915620010538,2003,5,2003,55915704010538,55915622010538,1,1,1.5,18,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_9","9_1_3_563",316,563,2,1,3,9,119774163010661,2008,6,2008,207501051010661,207501033010661,1,1,1.5,18,74.965282,2003,1,1.5,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_9","9_1_3_563",316,563,2,1,3,9,14167115020004,2013,7,2013,255170736489998,255170705489998,1,1,1.6,19,74.965282,2008,1,1.5,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_2_9","9_1_3_563",316,563,2,1,3,9,503649917126144,2019,8,2019,729141218290487,729141188290487,1,1,1.8,18,74.965282,2013,1,1.6,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_3_10","9_1_3_563",833,563,3,1,3,9,14167115020004,2013,7,2013,255170749489998,255170705489998,1,1,1,14,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_10","9_1_3_563",833,563,3,1,3,9,503649917126144,2019,8,2019,729141230290487,729141188290487,1,2,NA,NA,NA,2013,1,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_563_3_11","9_1_3_563",701,563,3,1,3,9,14167115020004,2013,7,2013,255170750489998,255170705489998,1,1,1.9,21,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_11","9_1_3_563",701,563,3,1,3,9,503649917126144,2019,8,2019,729141231290487,729141188290487,1,1,2,28,74.965282,2013,1,1.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_3_12","9_1_3_563",833,563,3,1,3,9,503649917126144,2019,8,2019,729141232290487,729141188290487,1,1,1.2,15,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_3_4","9_1_3_563",316,563,3,1,3,9,55915620010538,2003,5,2003,55915720010538,55915622010538,1,1,1.5,18,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_4","9_1_3_563",316,563,3,1,3,9,119774163010661,2008,6,2008,207501059010661,207501033010661,1,1,1.6,19,74.965282,2003,1,1.5,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_4","9_1_3_563",316,563,3,1,3,9,14167115020004,2013,7,2013,255170744489998,255170705489998,1,1,1.8,21,74.965282,2008,1,1.6,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_4","9_1_3_563",316,563,3,1,3,9,503649917126144,2019,8,2019,729141225290487,729141188290487,1,1,1.9,24,74.965282,2013,1,1.8,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_3_5","9_1_3_563",316,563,3,1,3,9,55915620010538,2003,5,2003,55915722010538,55915622010538,1,1,1.3,17,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_5","9_1_3_563",316,563,3,1,3,9,119774163010661,2008,6,2008,207501060010661,207501033010661,1,2,NA,NA,NA,2003,1,1.3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_563_3_6","9_1_3_563",316,563,3,1,3,9,55915620010538,2003,5,2003,55915724010538,55915622010538,1,1,2.5,26,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_6","9_1_3_563",316,563,3,1,3,9,119774163010661,2008,6,2008,207501061010661,207501033010661,1,1,2.7,27,74.965282,2003,1,2.5,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_6","9_1_3_563",316,563,3,1,3,9,14167115020004,2013,7,2013,255170745489998,255170705489998,1,1,2.9,29,74.965282,2008,1,2.7,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_6","9_1_3_563",316,563,3,1,3,9,503649917126144,2019,8,2019,729141226290487,729141188290487,1,1,3.1,32,74.965282,2013,1,2.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_3_7","9_1_3_563",316,563,3,1,3,9,55915620010538,2003,5,2003,55915726010538,55915622010538,1,1,2.2,24,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_7","9_1_3_563",316,563,3,1,3,9,119774163010661,2008,6,2008,207501062010661,207501033010661,1,1,2.4,25,74.965282,2003,1,2.2,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_7","9_1_3_563",316,563,3,1,3,9,14167115020004,2013,7,2013,255170746489998,255170705489998,1,1,2.4,25,74.965282,2008,1,2.4,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_3_7","9_1_3_563",316,563,3,1,3,9,503649917126144,2019,8,2019,729141227290487,729141188290487,1,1,2.6,24,74.965282,2013,1,2.4,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_563_4_3","9_1_3_563",762,563,4,1,3,9,55915620010538,2003,5,2003,55915734010538,55915622010538,1,1,1.8,21,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_4_3","9_1_3_563",762,563,4,1,3,9,119774163010661,2008,6,2008,207501067010661,207501033010661,1,1,1.8,21,74.965282,2003,1,1.8,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_4_3","9_1_3_563",762,563,4,1,3,9,14167115020004,2013,7,2013,255170753489998,255170705489998,1,2,NA,NA,NA,2008,1,1.8,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_563_4_4","9_1_3_563",931,563,4,1,3,9,55915620010538,2003,5,2003,55915736010538,55915622010538,1,1,1.1,15,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_4_4","9_1_3_563",931,563,4,1,3,9,119774163010661,2008,6,2008,207501068010661,207501033010661,1,2,NA,NA,NA,2003,1,1.1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_563_4_5","9_1_3_563",931,563,4,1,3,9,55915620010538,2003,5,2003,55915738010538,55915622010538,1,1,1.2,16,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_4_5","9_1_3_563",931,563,4,1,3,9,119774163010661,2008,6,2008,207501069010661,207501033010661,1,1,1.4,17,74.965282,2003,1,1.2,2013,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_4_5","9_1_3_563",931,563,4,1,3,9,14167115020004,2013,7,2013,255170754489998,255170705489998,1,1,1.5,18,74.965282,2008,1,1.4,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_563_4_5","9_1_3_563",931,563,4,1,3,9,503649917126144,2019,8,2019,729141235290487,729141188290487,1,1,1.8,20,74.965282,2013,1,1.5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_1_1","9_1_3_565",837,565,1,1,3,9,168249083020004,2014,7,2014,306744967489998,306744953489998,1,1,1.8,21,74.965282,NA,NA,NA,2021,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_1_1","9_1_3_565",837,565,1,1,3,9,719393292290487,2021,8,2021,1255575625290487,1255575613290487,1,1,2.5,15,74.965282,2014,1,1.8,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_1_2","9_1_3_565",837,565,1,1,3,9,168249083020004,2014,7,2014,306744968489998,306744953489998,1,1,1.3,17,74.965282,NA,NA,NA,2021,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_1_2","9_1_3_565",837,565,1,1,3,9,719393292290487,2021,8,2021,1255575626290487,1255575613290487,1,1,1.8,16,74.965282,2014,1,1.3,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_1_3","9_1_3_565",837,565,1,1,3,9,719393292290487,2021,8,2021,1255575627290487,1255575613290487,1,1,1.4,16,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_2_10","9_1_3_565",316,565,2,1,3,9,55920218010538,2004,5,2004,62170146010538,62170093010538,2,1,2.1,23,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_2_10","9_1_3_565",316,565,2,1,3,9,144990300010661,2009,6,2009,224824765010661,224824735010661,2,2,NA,NA,NA,2004,1,2.1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_565_2_11","9_1_3_565",316,565,2,1,3,9,55920218010538,2004,5,2004,62170148010538,62170093010538,2,1,3.6,33,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_2_11","9_1_3_565",316,565,2,1,3,9,144990300010661,2009,6,2009,224824766010661,224824735010661,2,1,3.6,33,74.965282,2004,1,3.6,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_2_11","9_1_3_565",316,565,2,1,3,9,168249083020004,2014,7,2014,306744977489998,306744954489998,2,1,3.6,33,74.965282,2009,1,3.6,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_2_11","9_1_3_565",316,565,2,1,3,9,719393292290487,2021,8,2021,1255575636290487,1255575614290487,2,1,3.7,30,74.965282,2014,1,3.6,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_2_12","9_1_3_565",316,565,2,1,3,9,55920218010538,2004,5,2004,62170150010538,62170093010538,2,1,2.8,28,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_2_12","9_1_3_565",316,565,2,1,3,9,144990300010661,2009,6,2009,224824767010661,224824735010661,2,1,2.8,28,74.965282,2004,1,2.8,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_2_12","9_1_3_565",316,565,2,1,3,9,168249083020004,2014,7,2014,306744978489998,306744954489998,2,1,2.8,28,74.965282,2009,1,2.8,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_2_12","9_1_3_565",316,565,2,1,3,9,719393292290487,2021,8,2021,1255575637290487,1255575614290487,2,2,2.8,24,74.965282,2014,1,2.8,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_4_1","9_1_3_565",372,565,4,1,3,9,55920218010538,2004,5,2004,62170120010538,62170091010538,1,1,1.6,19,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_1","9_1_3_565",372,565,4,1,3,9,144990300010661,2009,6,2009,224824770010661,224824734010661,1,1,1.8,21,74.965282,2004,1,1.6,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_1","9_1_3_565",372,565,4,1,3,9,168249083020004,2014,7,2014,306744983489998,306744953489998,1,1,1.9,21,74.965282,2009,1,1.8,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_1","9_1_3_565",372,565,4,1,3,9,719393292290487,2021,8,2021,1255575642290487,1255575613290487,1,1,2.1,30,74.965282,2014,1,1.9,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_4_2","9_1_3_565",375,565,4,1,3,9,55920218010538,2004,5,2004,62170122010538,62170091010538,1,1,4.6,38,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_2","9_1_3_565",375,565,4,1,3,9,144990300010661,2009,6,2009,224824771010661,224824734010661,1,1,5.6,44,6.018046,2004,1,4.6,2014,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_2","9_1_3_565",375,565,4,1,3,9,168249083020004,2014,7,2014,306744984489998,306744953489998,1,1,6.2,53,6.018046,2009,1,5.6,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_2","9_1_3_565",375,565,4,1,3,9,719393292290487,2021,8,2021,1255575643290487,1255575613290487,1,1,6.7,55,6.018046,2014,1,6.2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_3","9_1_3_565",372,565,4,1,3,9,55920218010538,2004,5,2004,62170124010538,62170091010538,1,1,2.3,24,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_3","9_1_3_565",372,565,4,1,3,9,144990300010661,2009,6,2009,224824772010661,224824734010661,1,1,2.5,26,74.965282,2004,1,2.3,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_3","9_1_3_565",372,565,4,1,3,9,168249083020004,2014,7,2014,306744985489998,306744953489998,1,1,2.8,28,74.965282,2009,1,2.5,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_3","9_1_3_565",372,565,4,1,3,9,719393292290487,2021,8,2021,1255575644290487,1255575613290487,1,1,3.1,36,74.965282,2014,1,2.8,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_565_4_4","9_1_3_565",372,565,4,1,3,9,55920218010538,2004,5,2004,62170126010538,62170091010538,1,1,2.6,27,74.965282,NA,NA,NA,2009,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_4","9_1_3_565",372,565,4,1,3,9,144990300010661,2009,6,2009,224824773010661,224824734010661,1,1,3.5,32,74.965282,2004,1,2.6,2014,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_4","9_1_3_565",372,565,4,1,3,9,168249083020004,2014,7,2014,306744986489998,306744953489998,1,1,4.4,37,74.965282,2009,1,3.5,2021,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_565_4_4","9_1_3_565",372,565,4,1,3,9,719393292290487,2021,8,2021,1255575645290487,1255575613290487,1,1,5.7,60,6.018046,2014,1,4.4,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_578_2_1","9_1_3_578",129,578,2,1,3,9,55915893010538,2003,5,2003,55915948010538,55915895010538,1,1,4.3,29,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_578_2_1","9_1_3_578",129,578,2,1,3,9,119774221010661,2008,6,2008,207501231010661,207501204010661,2,1,NA,NA,NA,2003,1,4.3,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,TRUE
"9_1_3_578_2_2","9_1_3_578",129,578,2,1,3,9,55915893010538,2003,5,2003,55915950010538,55915895010538,1,1,4.4,30,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_578_2_2","9_1_3_578",129,578,2,1,3,9,119774221010661,2008,6,2008,207501232010661,207501204010661,2,1,NA,NA,NA,2003,1,4.4,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,TRUE
"9_1_3_578_3_11","9_1_3_578",743,578,3,1,3,9,14167088020004,2013,7,2013,255169406489998,255169363489998,1,1,1.4,17,74.965282,NA,NA,NA,2019,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_578_3_11","9_1_3_578",743,578,3,1,3,9,503649928126144,2019,8,2019,729141587290487,729141545290487,1,2,1.5,14,74.965282,2013,1,1.4,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"9_1_3_76_1_12","9_1_3_76",541,76,1,1,3,9,304031857489998,2016,7,2016,459831684489998,459831653489998,1,1,1.2,15,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_76_2_15","9_1_3_76",320,76,2,1,3,9,304031857489998,2016,7,2016,459831699489998,459831653489998,1,1,1.1,15,74.965282,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_3_76_4_1","9_1_3_76",407,76,4,1,3,9,74331555010538,2006,5,2006,74331670010538,74331560010538,1,1,4.4,37,74.965282,NA,NA,NA,2010,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_76_4_1","9_1_3_76",407,76,4,1,3,9,168930911010661,2010,6,2010,242154121010661,242154068010661,1,1,4.7,39,74.965282,2006,1,4.4,2016,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_76_4_1","9_1_3_76",407,76,4,1,3,9,304031857489998,2016,7,2016,459831709489998,459831653489998,1,1,5.1,36,6.018046,2010,1,4.7,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_97_2_7","9_1_3_97",316,97,2,1,3,9,55915154010538,2003,5,2004,55915220010538,55915156010538,1,1,4.3,37,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_97_2_7","9_1_3_97",316,97,2,1,3,9,119774189010661,2008,6,2008,207500830010661,207500803010661,1,2,NA,NA,NA,2004,1,4.3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_97_4_10","9_1_3_97",316,97,4,1,3,9,55915154010538,2003,5,2004,55915272010538,55915156010538,1,1,4.5,38,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_97_4_10","9_1_3_97",316,97,4,1,3,9,119774189010661,2008,6,2008,207500857010661,207500803010661,1,2,NA,NA,NA,2004,1,4.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_3_97_4_11","9_1_3_97",316,97,4,1,3,9,55915154010538,2003,5,2004,55915274010538,55915156010538,1,1,3.7,33,74.965282,NA,NA,NA,2008,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_3_97_4_11","9_1_3_97",316,97,4,1,3,9,119774189010661,2008,6,2008,207500858010661,207500803010661,1,2,NA,NA,NA,2004,1,3.7,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE
"9_1_5_101_1_22","9_1_5_101",315,101,1,1,5,9,122556015010661,2007,5,2008,163786996010661,163742905010661,1,1,2.2,24,74.965282,NA,NA,NA,2012,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
