"PLOT_UNIQUE_ID","MEASYEAR","n_saplings","n_new_saplings","n_sapling_saplings","n_saplings_to_trees","n_saplings_died","n_saplings_removed","n_saplings_not_sampled","n_saplings_vanish_next","n_saplings_not_measured","n_saplings_previous","n_saplings_vanished_last","prev_MEASYEAR","first_MEASYEAR","last_MEASYEAR","is_first_MEASYEAR","is_last_MEASYEAR","n_saplings_died_or_gone","n_sapling_saplings_prop","n_saplings_to_trees_prop","n_saplings_died_or_gone_prop","n_saplings_removed_prop","saplings_second_total","prop_sums"
"9_1_7_380",2009,7,2,5,0,0,0,0,0,0,5,0,2004,2004,2021,FALSE,FALSE,0,1,0,0,0,7,1
"9_1_7_380",2014,0,0,0,0,0,0,7,0,0,7,0,2009,2004,2021,FALSE,FALSE,0,0,0,0,0,0,0
"9_1_7_380",2021,7,7,0,0,0,0,0,8,0,0,0,2014,2004,2021,FALSE,TRUE,0,NA,NA,NA,NA,7,NA
"9_1_7_422",2010,2,0,2,0,0,0,0,0,0,2,0,2005,2005,2015,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_7_422",2015,1,0,1,0,1,0,0,1,0,2,0,2010,2005,2015,FALSE,TRUE,1,0.5,0,0.5,0,1,1
"9_1_7_456",2008,2,0,2,0,0,0,0,0,0,2,0,2004,2004,2021,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_7_456",2014,1,0,1,0,1,0,0,0,0,2,0,2008,2004,2021,FALSE,FALSE,1,0.5,0,0.5,0,1,1
"9_1_7_456",2021,0,0,0,0,0,0,1,0,0,1,0,2014,2004,2021,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_7_493",2019,3,0,3,0,1,0,0,5,0,4,0,2012,2012,2019,FALSE,TRUE,1,0.75,0,0.25,0,3,1
"9_1_7_498",2009,4,0,4,0,0,0,0,0,0,4,0,2005,2005,2015,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_7_498",2015,3,2,1,0,3,0,0,3,0,4,0,2009,2005,2015,FALSE,TRUE,3,0.25,0,0.75,0,3,1
"9_1_7_511",2008,0,0,0,0,2,0,0,0,0,2,0,2004,2004,2008,FALSE,TRUE,2,0,0,1,0,0,1
"9_1_7_527",2011,5,0,5,0,1,0,0,0,0,6,0,2007,2007,2017,FALSE,FALSE,1,0.833333333333333,0,0.166666666666667,0,5,1
"9_1_7_527",2017,4,0,4,1,0,0,0,4,0,5,0,2011,2007,2017,FALSE,TRUE,0,0.8,0.2,0,0,4,1
"9_1_7_581",2010,2,0,2,1,1,0,0,0,0,4,0,2005,2005,2015,FALSE,FALSE,1,0.5,0.25,0.25,0,2,1
"9_1_7_581",2015,2,0,2,0,0,0,0,2,0,2,0,2010,2005,2015,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_7_589",2010,3,0,3,1,0,0,0,0,0,4,0,2007,2007,2016,FALSE,FALSE,0,0.75,0.25,0,0,3,1
"9_1_7_589",2016,5,2,3,0,0,0,0,5,0,3,0,2010,2007,2016,FALSE,TRUE,0,1,0,0,0,5,1
"9_1_7_596",2010,5,2,3,0,0,0,0,0,0,3,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_7_596",2016,6,1,5,0,0,0,0,6,0,5,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,6,1
"9_1_7_607",2008,1,0,1,0,0,0,0,0,0,1,0,2004,2004,2014,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_7_607",2014,0,0,0,0,0,0,1,0,0,1,0,2008,2004,2014,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_7_613",2010,7,2,5,0,1,1,0,0,0,7,0,2006,2006,2016,FALSE,FALSE,1,0.714285714285714,0,0.142857142857143,0.142857142857143,7,1
"9_1_7_613",2016,0,0,0,0,0,0,7,0,0,7,0,2010,2006,2016,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_7_627",2016,30,13,17,0,0,0,0,30,0,17,0,2011,2011,2016,FALSE,TRUE,0,1,0,0,0,30,1
"9_1_7_682",2012,4,0,4,0,1,0,0,0,0,5,0,2008,2008,2018,FALSE,FALSE,1,0.8,0,0.2,0,4,1
"9_1_7_682",2018,4,0,4,0,0,0,0,4,0,4,0,2012,2008,2018,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_7_686",2011,3,0,3,0,0,0,0,0,0,3,0,2007,2007,2017,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_7_686",2017,2,0,2,1,0,0,0,2,0,3,0,2011,2007,2017,FALSE,TRUE,0,0.666666666666667,0.333333333333333,0,0,2,1
"9_1_9_100",2008,1,0,1,0,0,0,0,0,0,1,0,2003,2003,2021,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_100",2014,1,0,1,0,0,0,0,0,0,1,0,2008,2003,2021,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_100",2021,1,0,1,0,0,0,0,1,0,1,0,2014,2003,2021,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_9_103",2009,4,2,2,2,0,2,0,0,0,6,0,2004,2004,2015,FALSE,FALSE,0,0.333333333333333,0.333333333333333,0,0.333333333333333,4,1
"9_1_9_103",2015,4,0,4,0,0,0,0,4,0,4,0,2009,2004,2015,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_9_106",2018,1,0,1,0,0,0,0,1,0,1,0,2012,2012,2018,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_9_119",2012,1,0,1,0,0,0,0,0,0,1,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_119",2018,1,0,1,0,0,0,0,1,0,1,0,2012,2008,2018,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_9_139",2014,1,0,1,0,0,0,0,0,0,1,0,2010,2010,2021,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_139",2021,2,1,1,0,0,0,0,2,0,1,0,2014,2010,2021,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_9_152",2010,5,0,5,0,0,0,0,0,0,5,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_9_152",2016,4,0,4,1,0,0,0,4,0,5,0,2010,2006,2016,FALSE,TRUE,0,0.8,0.2,0,0,4,1
"9_1_9_192",2012,2,0,2,0,0,2,0,0,0,4,0,2006,2006,2016,FALSE,FALSE,0,0.5,0,0,0.5,2,1
"9_1_9_192",2016,1,0,1,0,1,0,0,2,0,2,0,2012,2006,2016,FALSE,TRUE,1,0.5,0,0.5,0,1,1
"9_1_9_210",2010,6,0,6,0,0,0,0,0,0,6,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,6,1
"9_1_9_210",2016,7,1,6,0,0,0,0,7,0,6,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,7,1
"9_1_9_219",2010,3,0,3,1,5,0,0,0,0,9,0,2005,2005,2015,FALSE,FALSE,5,0.333333333333333,0.111111111111111,0.555555555555556,0,3,1
"9_1_9_219",2015,2,0,2,0,1,0,0,2,0,3,0,2010,2005,2015,FALSE,TRUE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_9_250",2012,1,0,1,0,0,0,0,0,0,1,0,2007,2007,2019,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_250",2019,0,0,0,0,0,0,1,0,0,1,0,2012,2007,2019,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_9_275",2008,6,2,4,1,1,0,0,0,0,6,0,2003,2003,2014,FALSE,FALSE,1,0.666666666666667,0.166666666666667,0.166666666666667,0,6,1
"9_1_9_275",2014,0,0,0,0,0,0,6,0,0,6,0,2008,2003,2014,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_9_277",2010,2,0,2,0,0,0,0,0,0,2,0,2005,2005,2016,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_9_277",2016,2,0,2,0,0,0,0,2,0,2,0,2010,2005,2016,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_9_296",2008,1,0,1,0,0,0,0,0,0,1,0,2003,2003,2021,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_296",2014,6,6,0,0,1,0,0,0,0,1,0,2008,2003,2021,FALSE,FALSE,1,0,0,1,0,6,1
"9_1_9_296",2021,5,0,5,0,1,0,0,5,0,6,0,2014,2003,2021,FALSE,TRUE,1,0.833333333333333,0,0.166666666666667,0,5,1
"9_1_9_350",2012,3,0,3,0,0,0,0,0,0,3,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_9_350",2018,1,0,1,0,2,0,0,2,0,3,0,2012,2008,2018,FALSE,TRUE,2,0.333333333333333,0,0.666666666666667,0,1,1
"9_1_9_372",2012,3,2,1,0,1,0,0,0,0,2,0,2008,2008,2018,FALSE,FALSE,1,0.5,0,0.5,0,3,1
"9_1_9_372",2018,3,1,2,0,1,0,0,3,0,3,0,2012,2008,2018,FALSE,TRUE,1,0.666666666666667,0,0.333333333333333,0,3,1
"9_1_9_377",2011,2,0,2,0,1,0,0,0,0,3,0,2008,2008,2018,FALSE,FALSE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_9_377",2018,2,0,2,0,0,0,0,2,0,2,0,2011,2008,2018,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_9_420",2010,1,0,1,0,4,0,0,0,0,5,0,2005,2005,2021,FALSE,FALSE,4,0.2,0,0.8,0,1,1
"9_1_9_420",2014,2,1,1,0,0,0,0,0,0,1,0,2010,2005,2021,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_9_420",2021,0,0,0,0,2,0,0,0,0,2,0,2014,2005,2021,FALSE,TRUE,2,0,0,1,0,0,1
"9_1_9_434",2008,0,0,0,0,0,0,5,0,0,5,0,2003,2003,2019,FALSE,FALSE,0,0,0,0,0,0,0
"9_1_9_434",2014,4,4,0,0,0,0,0,0,0,0,0,2008,2003,2019,FALSE,FALSE,0,NA,NA,NA,NA,4,NA
"9_1_9_434",2019,4,0,4,0,0,0,0,4,0,4,0,2014,2003,2019,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_9_460",2021,4,4,0,0,1,0,0,4,0,1,0,2014,2014,2021,FALSE,TRUE,1,0,0,1,0,4,1
"9_1_9_474",2011,12,3,9,0,0,0,0,0,0,11,2,2006,2006,2017,FALSE,FALSE,2,0.818181818181818,0,0.181818181818182,0,12,1
"9_1_9_474",2017,0,0,0,0,0,0,12,0,0,12,0,2011,2006,2017,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_9_488",2010,5,0,5,0,0,0,0,0,0,5,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_9_488",2016,5,0,5,0,0,0,0,5,0,5,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,5,1
"9_1_9_491",2012,1,0,1,0,0,0,0,0,0,1,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_491",2018,0,0,0,0,1,0,0,1,0,1,0,2012,2008,2018,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_9_533",2014,1,0,1,0,0,0,0,0,0,1,0,2010,2010,2021,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_533",2021,1,0,1,0,0,0,0,1,0,1,0,2014,2010,2021,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_9_554",2010,3,0,3,1,0,0,0,0,0,5,1,2005,2005,2021,FALSE,FALSE,1,0.6,0.2,0.2,0,3,1
"9_1_9_554",2014,3,0,3,0,0,0,0,0,0,3,0,2010,2005,2021,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_9_554",2021,3,0,3,0,0,0,0,3,0,3,0,2014,2005,2021,FALSE,TRUE,0,1,0,0,0,3,1
"9_1_9_561",2010,2,0,2,0,1,0,0,0,0,3,0,2005,2005,2014,FALSE,FALSE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_9_561",2014,0,0,0,0,2,0,0,0,0,2,0,2010,2005,2014,FALSE,TRUE,2,0,0,1,0,0,1
"9_1_9_575",2008,4,0,4,0,1,0,0,0,0,5,0,2003,2003,2021,FALSE,FALSE,1,0.8,0,0.2,0,4,1
"9_1_9_575",2014,4,1,3,0,1,0,0,1,0,4,0,2008,2003,2021,FALSE,FALSE,1,0.75,0,0.25,0,4,1
"9_1_9_575",2021,0,0,0,0,3,0,0,2,0,4,1,2014,2003,2021,FALSE,TRUE,4,0,0,1,0,0,1
"9_1_9_64",2010,1,0,1,0,0,0,0,0,0,1,0,2006,2006,2015,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_9_64",2015,1,0,1,0,0,0,0,1,0,1,0,2010,2006,2015,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_9_677",2017,3,0,3,0,1,0,0,3,0,4,0,2011,2011,2017,FALSE,TRUE,1,0.75,0,0.25,0,3,1
"9_1_9_98",2011,8,0,8,0,0,0,0,0,0,8,0,2006,2006,2017,FALSE,FALSE,0,1,0,0,0,8,1
"9_1_9_98",2017,7,0,7,0,1,0,0,7,0,8,0,2011,2006,2017,FALSE,TRUE,1,0.875,0,0.125,0,7,1
