"PLOT_UNIQUE_ID","MEASYEAR","n_saplings","n_new_saplings","n_sapling_saplings","n_saplings_to_trees","n_saplings_died","n_saplings_removed","n_saplings_not_sampled","n_saplings_vanish_next","n_saplings_not_measured","n_saplings_previous","n_saplings_vanished_last","prev_MEASYEAR","first_MEASYEAR","last_MEASYEAR","is_first_MEASYEAR","is_last_MEASYEAR","n_saplings_died_or_gone","n_sapling_saplings_prop","n_saplings_to_trees_prop","n_saplings_died_or_gone_prop","n_saplings_removed_prop","saplings_second_total","prop_sums"
"9_1_3_311",2009,16,1,15,2,2,0,0,0,0,19,0,2004,2004,2021,FALSE,FALSE,2,0.789473684210526,0.105263157894737,0.105263157894737,0,16,1
"9_1_3_311",2014,17,1,16,0,0,0,0,0,0,16,0,2009,2004,2021,FALSE,FALSE,0,1,0,0,0,17,1
"9_1_3_311",2021,12,0,12,0,5,0,0,14,0,17,0,2014,2004,2021,FALSE,TRUE,5,0.705882352941177,0,0.294117647058824,0,12,1
"9_1_3_316",2010,1,0,1,0,1,0,0,0,0,2,0,2006,2006,2016,FALSE,FALSE,1,0.5,0,0.5,0,1,1
"9_1_3_316",2016,1,0,1,0,0,0,0,1,0,1,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_3_331",2012,5,1,4,0,0,0,0,0,0,4,0,2008,2008,2019,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_3_331",2019,5,1,4,0,1,0,0,5,0,5,0,2012,2008,2019,FALSE,TRUE,1,0.8,0,0.2,0,5,1
"9_1_3_353",2011,5,0,5,0,2,0,0,0,0,7,0,2008,2008,2017,FALSE,FALSE,2,0.714285714285714,0,0.285714285714286,0,5,1
"9_1_3_353",2017,1,0,1,1,3,0,0,2,0,5,0,2011,2008,2017,FALSE,TRUE,3,0.2,0.2,0.6,0,1,1
"9_1_3_359",2009,8,0,8,0,0,0,0,0,0,8,0,2005,2005,2021,FALSE,FALSE,0,1,0,0,0,8,1
"9_1_3_359",2014,7,1,6,1,1,0,0,0,0,8,0,2009,2005,2021,FALSE,FALSE,1,0.75,0.125,0.125,0,7,1
"9_1_3_359",2021,0,0,0,0,0,0,7,0,0,7,0,2014,2005,2021,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_3_365",2008,4,1,3,0,2,0,0,0,0,5,0,2003,2003,2019,FALSE,FALSE,2,0.6,0,0.4,0,4,1
"9_1_3_365",2013,5,1,4,0,0,0,0,0,0,4,0,2008,2003,2019,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_3_365",2019,5,0,5,0,0,0,0,5,0,5,0,2013,2003,2019,FALSE,TRUE,0,1,0,0,0,5,1
"9_1_3_389",2009,2,0,2,0,0,0,0,0,0,2,0,2004,2004,2021,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_3_389",2014,1,0,1,0,1,0,0,0,0,2,0,2009,2004,2021,FALSE,FALSE,1,0.5,0,0.5,0,1,1
"9_1_3_389",2021,1,0,1,0,0,0,0,1,0,1,0,2014,2004,2021,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_3_417",2012,4,1,3,0,0,0,0,0,0,3,0,2007,2007,2019,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_3_417",2019,3,0,3,0,1,0,0,4,0,4,0,2012,2007,2019,FALSE,TRUE,1,0.75,0,0.25,0,3,1
"9_1_3_425",2012,14,1,13,0,5,0,0,0,0,18,0,2008,2008,2019,FALSE,FALSE,5,0.722222222222222,0,0.277777777777778,0,14,1
"9_1_3_425",2019,2,0,2,1,5,0,6,2,0,14,0,2012,2008,2019,FALSE,TRUE,5,0.142857142857143,0.0714285714285714,0.357142857142857,0,2,0.571428571428571
"9_1_3_443",2010,14,5,9,0,1,0,0,0,0,10,0,2005,2005,2015,FALSE,FALSE,1,0.9,0,0.1,0,14,1
"9_1_3_443",2015,11,1,10,0,4,0,0,11,0,14,0,2010,2005,2015,FALSE,TRUE,4,0.714285714285714,0,0.285714285714286,0,11,1
"9_1_3_519",2011,4,4,0,0,0,0,4,0,0,4,0,2006,2006,2017,FALSE,FALSE,0,0,0,0,0,4,0
"9_1_3_519",2017,0,0,0,0,0,0,4,0,0,4,0,2011,2006,2017,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_3_557",2008,1,0,1,0,0,0,0,0,0,1,0,2003,2003,2020,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_3_557",2013,1,0,1,0,0,0,0,0,0,1,0,2008,2003,2020,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_3_557",2020,2,1,1,0,0,0,0,2,0,1,0,2013,2003,2020,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_3_563",2008,11,0,11,0,3,0,0,0,0,14,0,2003,2003,2019,FALSE,FALSE,3,0.785714285714286,0,0.214285714285714,0,11,1
"9_1_3_563",2013,11,2,9,0,1,1,0,0,0,11,0,2008,2003,2019,FALSE,FALSE,1,0.818181818181818,0,0.0909090909090909,0.0909090909090909,11,1
"9_1_3_563",2019,12,2,10,0,1,0,0,12,0,11,0,2013,2003,2019,FALSE,TRUE,1,0.909090909090909,0,0.0909090909090909,0,12,1
"9_1_3_565",2009,5,0,5,1,1,0,0,0,0,7,0,2004,2004,2021,FALSE,FALSE,1,0.714285714285714,0.142857142857143,0.142857142857143,0,5,1
"9_1_3_565",2014,7,2,5,0,0,0,0,0,0,5,0,2009,2004,2021,FALSE,FALSE,0,1,0,0,0,7,1
"9_1_3_565",2021,6,1,5,1,1,0,0,7,0,7,0,2014,2004,2021,FALSE,TRUE,1,0.714285714285714,0.142857142857143,0.142857142857143,0,6,1
"9_1_3_578",2008,0,0,0,0,0,0,0,0,2,2,0,2003,2003,2019,FALSE,FALSE,0,0,0,0,0,0,0
"9_1_3_578",2013,1,1,0,0,0,0,0,0,0,0,0,2008,2003,2019,FALSE,FALSE,0,NA,NA,NA,NA,1,NA
"9_1_3_578",2019,0,0,0,0,1,0,0,1,0,1,0,2013,2003,2019,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_3_76",2010,1,0,1,0,0,0,0,0,0,1,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_3_76",2016,2,2,0,1,0,0,0,2,0,1,0,2010,2006,2016,FALSE,TRUE,0,0,1,0,0,2,1
"9_1_3_97",2008,0,0,0,0,3,0,0,0,0,3,0,2004,2004,2008,FALSE,TRUE,3,0,0,1,0,0,1
"9_1_5_10",2010,6,2,4,0,0,0,0,0,0,4,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,6,1
"9_1_5_10",2016,6,0,6,0,0,0,0,6,0,6,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,6,1
"9_1_5_101",2012,1,1,0,0,3,0,0,0,0,3,0,2008,2008,2018,FALSE,FALSE,3,0,0,1,0,1,1
"9_1_5_101",2018,7,6,1,0,0,0,0,7,0,1,0,2012,2008,2018,FALSE,TRUE,0,1,0,0,0,7,1
"9_1_5_104",2008,7,1,6,0,1,0,0,0,0,7,0,2004,2004,2020,FALSE,FALSE,1,0.857142857142857,0,0.142857142857143,0,7,1
"9_1_5_104",2013,6,1,5,1,1,0,0,0,0,7,0,2008,2004,2020,FALSE,FALSE,1,0.714285714285714,0.142857142857143,0.142857142857143,0,6,1
"9_1_5_104",2020,7,2,5,0,1,0,0,8,0,6,0,2013,2004,2020,FALSE,TRUE,1,0.833333333333333,0,0.166666666666667,0,7,1
"9_1_5_116",2012,1,0,1,0,0,0,0,0,0,1,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_5_116",2018,1,0,1,0,0,0,0,1,0,1,0,2012,2008,2018,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_5_117",2010,0,0,0,0,1,0,0,0,0,1,0,2006,2006,2010,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_5_123",2010,2,0,2,0,0,0,0,0,0,2,0,2005,2005,2015,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_123",2015,2,0,2,0,0,0,0,2,0,2,0,2010,2005,2015,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_5_133",2016,4,0,4,0,0,0,0,4,0,4,0,2010,2010,2016,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_5_141",2010,3,0,3,0,0,0,0,0,0,3,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_5_141",2016,4,1,3,0,0,0,0,4,0,3,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_5_142",2010,4,0,4,0,0,0,0,0,0,4,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_5_142",2016,4,0,4,0,0,0,0,4,0,4,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_5_150",2008,1,0,1,0,0,0,0,0,0,1,0,2004,2004,2013,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_5_150",2013,0,0,0,0,1,0,0,0,0,1,0,2008,2004,2013,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_5_167",2011,2,0,2,2,0,0,0,0,0,4,0,2006,2006,2017,FALSE,FALSE,0,0.5,0.5,0,0,2,1
"9_1_5_167",2017,3,1,2,0,0,0,0,3,0,2,0,2011,2006,2017,FALSE,TRUE,0,1,0,0,0,3,1
"9_1_5_187",2019,1,0,1,0,0,0,0,1,0,1,0,2012,2012,2019,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_5_19",2010,8,0,8,1,0,0,0,0,0,9,0,2006,2006,2015,FALSE,FALSE,0,0.888888888888889,0.111111111111111,0,0,8,1
"9_1_5_19",2015,8,0,8,0,0,0,0,8,0,8,0,2010,2006,2015,FALSE,TRUE,0,1,0,0,0,8,1
"9_1_5_20",2008,8,1,7,0,0,0,0,0,0,7,0,2003,2003,2020,FALSE,FALSE,0,1,0,0,0,8,1
"9_1_5_20",2013,8,0,8,0,0,0,0,0,0,8,0,2008,2003,2020,FALSE,FALSE,0,1,0,0,0,8,1
"9_1_5_20",2020,7,0,7,1,0,0,0,7,0,8,0,2013,2003,2020,FALSE,TRUE,0,0.875,0.125,0,0,7,1
"9_1_5_228",2011,2,0,2,0,0,0,0,0,0,2,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_228",2018,1,0,1,0,1,0,0,1,0,2,0,2011,2008,2018,FALSE,TRUE,1,0.5,0,0.5,0,1,1
"9_1_5_237",2011,2,0,2,0,0,0,0,0,0,2,0,2007,2007,2016,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_237",2016,1,0,1,0,1,0,0,1,0,2,0,2011,2007,2016,FALSE,TRUE,1,0.5,0,0.5,0,1,1
"9_1_5_252",2016,1,0,1,0,0,0,0,1,0,1,0,2010,2010,2016,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_5_254",2008,5,0,5,0,1,0,0,0,0,6,0,2003,2003,2019,FALSE,FALSE,1,0.833333333333333,0,0.166666666666667,0,5,1
"9_1_5_254",2013,3,0,3,0,2,0,0,0,0,5,0,2008,2003,2019,FALSE,FALSE,2,0.6,0,0.4,0,3,1
"9_1_5_254",2019,2,0,2,0,1,0,0,3,0,3,0,2013,2003,2019,FALSE,TRUE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_5_276",2010,8,0,8,1,0,0,0,0,0,9,0,2004,2004,2021,FALSE,FALSE,0,0.888888888888889,0.111111111111111,0,0,8,1
"9_1_5_276",2014,8,1,7,1,0,0,0,0,0,8,0,2010,2004,2021,FALSE,FALSE,0,0.875,0.125,0,0,8,1
"9_1_5_276",2021,4,0,4,0,4,0,0,4,0,8,0,2014,2004,2021,FALSE,TRUE,4,0.5,0,0.5,0,4,1
"9_1_5_287",2008,1,0,1,0,1,0,0,0,0,2,0,2003,2003,2020,FALSE,FALSE,1,0.5,0,0.5,0,1,1
"9_1_5_287",2013,1,0,1,0,0,0,0,0,0,1,0,2008,2003,2020,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_5_287",2020,0,0,0,0,1,0,0,1,0,1,0,2013,2003,2020,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_5_300",2010,3,0,3,0,0,0,0,0,0,3,0,2006,2006,2015,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_5_300",2015,4,1,3,0,0,0,0,4,0,3,0,2010,2006,2015,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_5_301",2008,0,0,0,0,0,1,0,0,0,1,0,2003,2003,2008,FALSE,TRUE,0,0,0,0,1,0,1
"9_1_5_312",2009,0,0,0,0,0,0,2,0,0,2,0,2005,2005,2009,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_5_340",2010,1,0,1,0,0,0,0,0,0,1,0,2005,2005,2016,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_5_340",2016,1,0,1,0,0,0,0,1,0,1,0,2010,2005,2016,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_5_341",2009,8,2,6,0,5,0,0,0,0,11,0,2005,2005,2021,FALSE,FALSE,5,0.545454545454545,0,0.454545454545455,0,8,1
"9_1_5_341",2014,7,0,7,0,1,0,0,0,0,8,0,2009,2005,2021,FALSE,FALSE,1,0.875,0,0.125,0,7,1
"9_1_5_341",2021,6,1,5,1,1,0,0,7,0,7,0,2014,2005,2021,FALSE,TRUE,1,0.714285714285714,0.142857142857143,0.142857142857143,0,6,1
"9_1_5_348",2009,4,1,3,0,0,0,0,0,0,3,0,2005,2005,2015,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_5_348",2015,4,0,4,0,0,0,0,4,0,4,0,2009,2005,2015,FALSE,TRUE,0,1,0,0,0,4,1
"9_1_5_36",2010,5,0,5,0,0,0,0,0,0,5,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_5_36",2016,6,1,5,0,0,0,0,6,0,5,0,2010,2006,2016,FALSE,TRUE,0,1,0,0,0,6,1
"9_1_5_366",2008,7,0,7,0,1,0,0,0,0,8,0,2003,2003,2020,FALSE,FALSE,1,0.875,0,0.125,0,7,1
"9_1_5_366",2013,7,0,7,0,0,0,0,0,0,7,0,2008,2003,2020,FALSE,FALSE,0,1,0,0,0,7,1
"9_1_5_366",2020,4,0,4,1,2,0,0,5,0,7,0,2013,2003,2020,FALSE,TRUE,2,0.571428571428571,0.142857142857143,0.285714285714286,0,4,1
"9_1_5_375",2008,0,0,0,0,1,0,0,0,0,1,0,2003,2003,2008,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_5_382",2009,2,0,2,0,1,0,0,0,0,3,0,2003,2003,2019,FALSE,FALSE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_5_382",2013,2,0,2,0,0,0,0,0,0,2,0,2009,2003,2019,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_382",2019,2,0,2,0,0,0,0,2,0,2,0,2013,2003,2019,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_5_390",2010,15,1,14,0,0,0,0,0,0,14,0,2004,2004,2021,FALSE,FALSE,0,1,0,0,0,15,1
"9_1_5_390",2015,12,0,12,0,3,0,0,0,0,15,0,2010,2004,2021,FALSE,FALSE,3,0.8,0,0.2,0,12,1
"9_1_5_390",2021,5,0,5,0,7,0,0,7,0,12,0,2015,2004,2021,FALSE,TRUE,7,0.416666666666667,0,0.583333333333333,0,5,1
"9_1_5_414",2011,2,0,2,0,0,0,0,0,0,2,0,2006,2006,2017,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_414",2017,2,0,2,0,0,0,0,2,0,2,0,2011,2006,2017,FALSE,TRUE,0,1,0,0,0,2,1
"9_1_5_430",2010,5,1,4,0,0,0,0,0,0,4,0,2006,2006,2015,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_5_430",2015,5,0,5,0,0,0,0,5,0,5,0,2010,2006,2015,FALSE,TRUE,0,1,0,0,0,5,1
"9_1_5_436",2020,0,0,0,0,0,0,0,0,1,1,0,2013,2013,2020,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_5_444",2011,18,1,17,0,0,0,0,0,0,17,0,2006,2006,2018,FALSE,FALSE,0,1,0,0,0,18,1
"9_1_5_444",2018,19,3,16,0,2,0,0,21,0,18,0,2011,2006,2018,FALSE,TRUE,2,0.888888888888889,0,0.111111111111111,0,19,1
"9_1_5_448",2010,5,0,5,0,0,0,0,0,0,5,0,2005,2005,2015,FALSE,FALSE,0,1,0,0,0,5,1
"9_1_5_448",2015,5,0,5,0,0,0,0,5,0,5,0,2010,2005,2015,FALSE,TRUE,0,1,0,0,0,5,1
"9_1_5_449",2011,3,0,3,0,0,0,0,0,0,3,0,2006,2006,2017,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_5_449",2017,2,0,2,0,1,0,0,3,0,3,0,2011,2006,2017,FALSE,TRUE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_5_452",2008,11,1,10,1,1,0,0,0,0,12,0,2004,2004,2020,FALSE,FALSE,1,0.833333333333333,0.0833333333333333,0.0833333333333333,0,11,1
"9_1_5_452",2013,5,0,5,1,5,0,0,0,0,11,0,2008,2004,2020,FALSE,FALSE,5,0.454545454545455,0.0909090909090909,0.454545454545455,0,5,1
"9_1_5_452",2020,3,0,3,0,2,0,0,4,0,5,0,2013,2004,2020,FALSE,TRUE,2,0.6,0,0.4,0,3,1
"9_1_5_459",2011,2,0,2,0,0,0,0,0,0,2,0,2007,2007,2018,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_459",2018,1,0,1,0,1,0,0,1,0,2,0,2011,2007,2018,FALSE,TRUE,1,0.5,0,0.5,0,1,1
"9_1_5_462",2011,1,0,1,0,0,0,0,0,0,1,0,2008,2008,2017,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_5_462",2017,0,0,0,0,1,0,0,0,0,1,0,2011,2008,2017,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_5_479",2012,4,1,3,0,0,0,2,0,0,10,5,2008,2008,2018,FALSE,FALSE,5,0.3,0,0.5,0,4,0.8
"9_1_5_479",2018,2,1,1,2,1,0,0,4,0,4,0,2012,2008,2018,FALSE,TRUE,1,0.25,0.5,0.25,0,2,1
"9_1_5_503",2010,4,0,4,0,0,0,0,0,0,4,0,2005,2005,2015,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_5_503",2015,3,0,3,0,1,0,0,3,0,4,0,2010,2005,2015,FALSE,TRUE,1,0.75,0,0.25,0,3,1
"9_1_5_508",2014,4,3,1,0,0,0,0,0,0,1,0,2010,2010,2021,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_5_508",2021,5,1,4,0,0,0,0,5,0,4,0,2014,2010,2021,FALSE,TRUE,0,1,0,0,0,5,1
"9_1_5_51",2008,2,0,2,0,1,0,0,0,0,3,0,2003,2003,2020,FALSE,FALSE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_5_51",2013,1,0,1,0,1,0,0,0,0,2,0,2008,2003,2020,FALSE,FALSE,1,0.5,0,0.5,0,1,1
"9_1_5_51",2020,1,0,1,0,0,0,0,1,0,1,0,2013,2003,2020,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_5_517",2018,0,0,0,0,1,0,0,1,0,1,0,2012,2012,2018,FALSE,TRUE,1,0,0,1,0,0,1
"9_1_5_520",2009,4,1,3,0,0,0,0,0,0,3,0,2004,2004,2015,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_5_520",2015,4,1,3,0,1,0,0,4,0,4,0,2009,2004,2015,FALSE,TRUE,1,0.75,0,0.25,0,4,1
"9_1_5_521",2008,3,0,3,0,1,0,0,0,0,4,0,2004,2004,2019,FALSE,FALSE,1,0.75,0,0.25,0,3,1
"9_1_5_521",2013,2,0,2,0,1,0,0,0,0,3,0,2008,2004,2019,FALSE,FALSE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_5_521",2019,1,0,1,0,1,0,0,2,0,2,0,2013,2004,2019,FALSE,TRUE,1,0.5,0,0.5,0,1,1
"9_1_5_54",2012,0,0,0,0,0,1,0,0,0,1,0,2008,2008,2012,FALSE,TRUE,0,0,0,0,1,0,1
"9_1_5_544",2010,4,0,4,0,1,1,0,0,0,6,0,2005,2005,2014,FALSE,FALSE,1,0.666666666666667,0,0.166666666666667,0.166666666666667,4,1
"9_1_5_544",2014,0,0,0,0,0,0,4,0,0,4,0,2010,2005,2014,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_5_558",2012,1,0,1,1,0,1,0,0,0,3,0,2008,2008,2019,FALSE,FALSE,0,0.333333333333333,0.333333333333333,0,0.333333333333333,1,1
"9_1_5_558",2019,1,0,1,0,0,0,0,1,0,1,0,2012,2008,2019,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_5_567",2010,6,5,1,0,0,0,0,0,0,2,1,2006,2006,2015,FALSE,FALSE,1,0.5,0,0.5,0,6,1
"9_1_5_567",2015,7,1,6,0,0,0,0,7,0,6,0,2010,2006,2015,FALSE,TRUE,0,1,0,0,0,7,1
"9_1_5_598",2012,5,0,5,0,1,0,0,0,0,6,0,2007,2007,2018,FALSE,FALSE,1,0.833333333333333,0,0.166666666666667,0,5,1
"9_1_5_598",2018,2,0,2,1,2,0,0,2,0,5,0,2012,2007,2018,FALSE,TRUE,2,0.4,0.2,0.4,0,2,1
"9_1_5_61",2008,0,0,0,0,0,0,6,0,0,6,0,2003,2003,2020,FALSE,FALSE,0,0,0,0,0,0,0
"9_1_5_61",2013,4,4,0,0,0,0,0,0,0,0,0,2008,2003,2020,FALSE,FALSE,0,NA,NA,NA,NA,4,NA
"9_1_5_61",2020,2,0,2,0,2,0,0,2,0,4,0,2013,2003,2020,FALSE,TRUE,2,0.5,0,0.5,0,2,1
"9_1_5_611",2008,4,0,4,0,0,0,0,0,0,4,0,2003,2003,2020,FALSE,FALSE,0,1,0,0,0,4,1
"9_1_5_611",2014,0,0,0,0,0,0,4,0,0,4,0,2008,2003,2020,FALSE,FALSE,0,0,0,0,0,0,0
"9_1_5_611",2020,1,1,0,0,0,0,0,1,0,0,0,2014,2003,2020,FALSE,TRUE,0,NA,NA,NA,NA,1,NA
"9_1_5_628",2012,3,0,3,0,0,0,0,0,0,3,0,2008,2008,2019,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_5_628",2019,0,0,0,0,3,0,0,1,0,3,0,2012,2008,2019,FALSE,TRUE,3,0,0,1,0,0,1
"9_1_5_632",2012,6,0,6,1,0,0,0,0,0,7,0,2008,2008,2018,FALSE,FALSE,0,0.857142857142857,0.142857142857143,0,0,6,1
"9_1_5_632",2018,6,0,6,0,0,0,0,6,0,6,0,2012,2008,2018,FALSE,TRUE,0,1,0,0,0,6,1
"9_1_5_638",2008,0,0,0,1,0,0,0,0,0,1,0,2003,2003,2019,FALSE,FALSE,0,0,1,0,0,0,1
"9_1_5_638",2013,0,0,0,0,0,0,0,0,0,0,0,2008,2003,2019,FALSE,FALSE,0,NA,NA,NA,NA,0,NA
"9_1_5_638",2019,0,0,0,0,0,0,0,0,0,0,0,2013,2003,2019,FALSE,TRUE,0,NA,NA,NA,NA,0,NA
"9_1_5_645",2010,1,0,1,0,0,0,0,0,0,1,0,2005,2005,2015,FALSE,FALSE,0,1,0,0,0,1,1
"9_1_5_645",2015,1,0,1,0,0,0,0,1,0,1,0,2010,2005,2015,FALSE,TRUE,0,1,0,0,0,1,1
"9_1_5_650",2010,4,0,4,0,1,0,0,0,0,5,0,2005,2005,2021,FALSE,FALSE,1,0.8,0,0.2,0,4,1
"9_1_5_650",2014,3,0,3,0,1,0,0,0,0,4,0,2010,2005,2021,FALSE,FALSE,1,0.75,0,0.25,0,3,1
"9_1_5_650",2021,2,0,2,0,1,0,0,3,0,3,0,2014,2005,2021,FALSE,TRUE,1,0.666666666666667,0,0.333333333333333,0,2,1
"9_1_5_663",2008,5,3,2,0,1,0,0,0,0,3,0,2003,2003,2014,FALSE,FALSE,1,0.666666666666667,0,0.333333333333333,0,5,1
"9_1_5_663",2014,0,0,0,0,0,0,5,0,0,5,0,2008,2003,2014,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_5_676",2011,3,0,3,0,0,0,0,0,0,3,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_5_676",2018,1,0,1,0,2,0,0,2,0,3,0,2011,2008,2018,FALSE,TRUE,2,0.333333333333333,0,0.666666666666667,0,1,1
"9_1_5_82",2009,2,0,2,0,0,0,0,0,0,2,0,2005,2005,2021,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_82",2014,2,0,2,0,0,0,0,0,0,2,0,2009,2005,2021,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_82",2021,1,0,1,0,1,0,0,2,0,2,0,2014,2005,2021,FALSE,TRUE,1,0.5,0,0.5,0,1,1
"9_1_5_93",2010,2,1,1,0,0,0,0,0,0,1,0,2006,2006,2016,FALSE,FALSE,0,1,0,0,0,2,1
"9_1_5_93",2016,0,0,0,0,0,0,2,0,0,2,0,2010,2006,2016,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_7_145",2010,17,12,5,1,3,0,0,0,0,9,0,2006,2006,2015,FALSE,FALSE,3,0.555555555555556,0.111111111111111,0.333333333333333,0,17,1
"9_1_7_145",2015,22,5,17,0,0,0,0,22,0,17,0,2010,2006,2015,FALSE,TRUE,0,1,0,0,0,22,1
"9_1_7_191",2009,3,0,3,0,3,0,0,0,0,6,0,2004,2004,2021,FALSE,FALSE,3,0.5,0,0.5,0,3,1
"9_1_7_191",2014,3,0,3,0,0,0,0,0,0,3,0,2009,2004,2021,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_7_191",2021,1,0,1,0,2,0,0,1,0,3,0,2014,2004,2021,FALSE,TRUE,2,0.333333333333333,0,0.666666666666667,0,1,1
"9_1_7_199",2010,5,1,4,0,0,0,0,0,0,5,1,2006,2006,2015,FALSE,FALSE,1,0.8,0,0.2,0,5,1
"9_1_7_199",2015,8,3,5,0,0,0,0,8,0,5,0,2010,2006,2015,FALSE,TRUE,0,1,0,0,0,8,1
"9_1_7_233",2010,5,0,5,0,1,0,0,0,0,6,0,2005,2005,2015,FALSE,FALSE,1,0.833333333333333,0,0.166666666666667,0,5,1
"9_1_7_233",2015,4,0,4,0,1,0,0,4,0,5,0,2010,2005,2015,FALSE,TRUE,1,0.8,0,0.2,0,4,1
"9_1_7_289",2012,7,6,1,0,0,0,0,0,0,1,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,7,1
"9_1_7_289",2018,11,5,6,0,1,0,0,11,0,7,0,2012,2008,2018,FALSE,TRUE,1,0.857142857142857,0,0.142857142857143,0,11,1
"9_1_7_322",2008,3,0,3,0,0,0,0,0,0,3,0,2003,2003,2020,FALSE,FALSE,0,1,0,0,0,3,1
"9_1_7_322",2014,2,0,2,1,0,0,0,0,0,3,0,2008,2003,2020,FALSE,FALSE,0,0.666666666666667,0.333333333333333,0,0,2,1
"9_1_7_322",2020,0,0,0,0,0,0,2,0,0,2,0,2014,2003,2020,FALSE,TRUE,0,0,0,0,0,0,0
"9_1_7_337",2012,6,0,6,0,0,0,0,0,0,6,0,2008,2008,2018,FALSE,FALSE,0,1,0,0,0,6,1
"9_1_7_337",2018,6,1,5,0,1,0,0,6,0,6,0,2012,2008,2018,FALSE,TRUE,1,0.833333333333333,0,0.166666666666667,0,6,1
"9_1_7_347",2012,0,0,0,0,3,0,0,0,1,4,0,2008,2008,2012,FALSE,TRUE,3,0,0,0.75,0,0,0.75
"9_1_7_351",2010,3,0,3,1,0,0,0,0,0,4,0,2005,2005,2015,FALSE,FALSE,0,0.75,0.25,0,0,3,1
"9_1_7_351",2015,2,0,2,0,1,0,0,2,0,3,0,2010,2005,2015,FALSE,TRUE,1,0.666666666666667,0,0.333333333333333,0,2,1
