"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5182513010661e+13,,2000,3,1,4,20014,1,5,49,49,972,12
6.5182515010661e+13,,2000,3,1,5,20014,1,5,41,41,701,12
6.5182517010661e+13,,2000,3,1,6,20014,1,7,52,52,544,12
6.5182519010661e+13,,2000,3,1,7,20014,1,10,52,52,972,12
6.5182521010661e+13,,2000,3,1,8,20014,1,8.6,51,51,972,12
6.5182523010661e+13,,2000,3,1,9,20014,1,1.6,19,,701,12
6.5182527010661e+13,,2000,3,1,10,20014,1,2.1,23,,701,12
6.5182531010661e+13,,2000,3,2,1,20014,1,24.7,72,72,833,12
6.5182535010661e+13,,2000,3,2,2,20014,1,6.5,40,40,701,12
6.5182537010661e+13,,2000,3,2,3,20014,1,14.6,70,70,833,12
6.5182539010661e+13,,2000,3,2,4,20014,1,5.9,42,42,701,12
6.5182541010661e+13,,2000,3,2,5,20014,1,2.6,27,,701,12
6.5182545010661e+13,,2000,3,2,6,20014,1,3.1,30,,701,12
6.5182549010661e+13,,2000,3,2,7,20014,1,2.9,29,,701,12
6.5182553010661e+13,,2000,3,2,8,20014,1,1.9,21,,701,12
6.5182557010661e+13,,2000,3,2,9,20014,1,3.2,30,,701,12
6.5182561010661e+13,,2000,3,4,1,20014,1,5.7,41,41,701,12
6.5182563010661e+13,,2000,3,4,2,20014,1,5.8,25,25,972,12
6.5182565010661e+13,,2000,3,4,3,20014,1,8,46,46,972,12
6.5182567010661e+13,,2000,3,4,4,20014,1,8.3,46,46,975,12
6.5182569010661e+13,,2000,3,4,5,20014,1,7,51,51,972,12
6.5182571010661e+13,,2000,3,4,6,20014,1,6.9,56,56,544,12
6.5182573010661e+13,,2000,3,4,7,20014,1,11.1,64,64,544,12
6.5182575010661e+13,,2000,3,4,8,20014,1,8.2,61,61,544,12
6.5182577010661e+13,,2000,3,4,9,20014,1,6.3,59,59,402,12
6.5182372010661e+13,,2000,3,1,2,20037,1,8.4,57,57,375,12
6.5182579010661e+13,,2000,3,4,10,20014,1,6.4,57,57,402,12
6.5182581010661e+13,,2000,3,4,11,20014,1,3.3,31,,972,12
6.5182585010661e+13,,2000,3,4,12,20014,1,2.2,24,,544,12
6.5182374010661e+13,,2000,3,1,3,20037,1,7.5,52,52,375,12
6.5182376010661e+13,,2000,3,1,4,20037,1,6.5,52,52,375,12
6.5182378010661e+13,,2000,3,1,5,20037,1,9.1,55,55,746,12
6.5182380010661e+13,,2000,3,1,6,20037,2,5.9,42,21,746,12
6.5182382010661e+13,,2000,3,1,7,20037,1,5.1,41,41,375,12
6.5182384010661e+13,,2000,3,1,8,20037,1,5.3,47,47,375,12
6.5182386010661e+13,,2000,3,1,9,20037,1,6.8,55,55,316,12
6.5182388010661e+13,,2000,3,1,10,20037,1,5.9,56,56,375,12
6.5182390010661e+13,,2000,3,1,11,20037,1,2.9,29,,316,12
6.5182394010661e+13,,2000,3,1,12,20037,1,1.3,17,,316,12
6.5182398010661e+13,,2000,3,1,13,20037,1,1.1,15,,316,12
6.5182402010661e+13,,2000,3,1,14,20037,1,3.2,30,,809,12
6.5182406010661e+13,,2000,3,2,1,20037,1,7.1,42,42,746,12
6.5182408010661e+13,,2000,3,2,2,20037,1,5.8,39,39,316,12
6.5182410010661e+13,,2000,3,2,3,20037,1,2,22,,316,12
6.5182414010661e+13,,2000,3,3,1,20037,1,5,37,37,316,12
6.5182416010661e+13,,2000,3,4,1,20037,1,6.3,50,50,375,12
6.5182418010661e+13,,2000,3,4,2,20037,1,5.2,49,49,316,12
6.5182420010661e+13,,2000,3,4,3,20037,1,6.5,52,52,375,12
6.5182422010661e+13,,2000,3,4,4,20037,1,2.2,24,,316,12
6.5182428010661e+13,,2000,3,4,5,20037,1,4.3,37,,375,12
6.5182432010661e+13,,2000,3,4,6,20037,1,4.6,38,,375,12
6.5182436010661e+13,,2000,3,4,7,20037,1,1.9,21,,316,12
6.5182440010661e+13,,2000,3,4,8,20037,1,4.3,37,,316,12
6.5182446010661e+13,,2000,3,4,9,20037,1,2.8,28,,316,12
6.5182450010661e+13,,2000,3,4,10,20037,1,2,22,,375,12
6.5182454010661e+13,,2000,3,4,11,20037,1,1.9,21,,316,12
6.5182458010661e+13,,2000,3,4,12,20037,1,1.2,16,,316,12
6.5182462010661e+13,,2000,3,4,13,20037,1,1.7,20,,316,12
6.5182836010661e+13,,2000,3,1,11,20087,1,9.4,60,60,746,12
6.5182466010661e+13,,2000,3,4,14,20037,1,1.2,16,,316,12
6.5182832010661e+13,,2000,3,1,9,20087,1,5.3,44,44,701,12
6.5182834010661e+13,,2000,3,1,10,20087,1,12.1,64,64,746,12
6.5182838010661e+13,,2000,3,1,12,20087,1,6.7,47,47,701,12
6.5182840010661e+13,,2000,3,1,13,20087,1,5.2,42,42,701,12
6.5182842010661e+13,,2000,3,1,14,20087,1,5.2,47,47,701,12
6.5182844010661e+13,,2000,3,1,15,20087,1,6.6,60,60,746,12
6.5182846010661e+13,,2000,3,1,16,20087,1,4.7,39,,701,12
6.5182852010661e+13,,2000,3,1,17,20087,1,4.6,38,,701,12
6.5182856010661e+13,,2000,3,1,18,20087,1,4.2,36,,701,12
6.5182860010661e+13,,2000,3,1,19,20087,1,1.8,21,,701,12
6.5182864010661e+13,,2000,3,2,1,20087,1,8.5,61,61,544,12
6.5182866010661e+13,,2000,3,2,2,20087,1,6.4,52,52,544,12
6.5182868010661e+13,,2000,3,2,3,20087,1,5,36,36,701,12
6.5182870010661e+13,,2000,3,2,4,20087,1,5.3,48,48,375,12
6.5182872010661e+13,,2000,3,2,5,20087,1,5.5,44,44,762,12
6.5182874010661e+13,,2000,3,3,1,20087,1,5.6,40,40,316,12
6.5182876010661e+13,,2000,3,3,2,20087,1,6,47,47,316,12
6.5182878010661e+13,,2000,3,3,3,20087,1,5.1,44,44,316,12
6.5182880010661e+13,,2000,3,3,4,20087,1,7.8,52,52,743,12
6.5182882010661e+13,,2000,3,3,5,20087,1,5.2,44,44,316,12
6.5182884010661e+13,,2000,3,3,6,20087,1,9.1,50,50,809,12
6.5182886010661e+13,,2000,3,3,7,20087,1,4.5,38,,316,12
6.5182890010661e+13,,2000,3,3,8,20087,1,1.2,16,,316,12
6.5182894010661e+13,,2000,3,3,9,20087,1,2.7,27,,316,12
6.5182900010661e+13,,2000,3,4,1,20087,1,7.3,58,58,316,12
6.5182902010661e+13,,2000,3,4,2,20087,1,7.6,58,58,316,12
6.5182904010661e+13,,2000,3,4,3,20087,1,7.2,56,56,316,12
6.5182906010661e+13,,2000,3,4,4,20087,1,8.3,48,48,701,12
6.5182908010661e+13,,2000,3,4,5,20087,1,3.6,33,,316,12
6.5182924010661e+13,,2000,3,4,9,20087,1,1.4,17,,701,12
6.5182912010661e+13,,2000,3,4,6,20087,1,1.7,20,,701,12
6.5182916010661e+13,,2000,3,4,7,20087,1,1.5,18,,701,12
6.5182920010661e+13,,2000,3,4,8,20087,1,1.7,20,,316,12
6.5182928010661e+13,,2000,3,101,2,20087,1,3,,,701,12
6.5182935010661e+13,,2000,3,101,3,20087,1,2.5,,,701,12
6.5182942010661e+13,,2000,3,101,5,20087,1,3.7,,,701,12
6.5182949010661e+13,,2000,3,101,7,20087,1,4.5,,,701,12
6.5182956010661e+13,,2000,3,101,8,20087,1,1.4,,,701,12
6.5182963010661e+13,,2000,3,102,2,20087,1,16.7,,,762,12
6.5182973010661e+13,,2000,3,102,3,20087,2,,,,701,12
6.5182982010661e+13,,2000,3,103,5,20087,1,1.6,,,951,12
6.5182989010661e+13,,2000,3,103,6,20087,1,2.7,,,951,12
6.5182996010661e+13,,2000,3,103,7,20087,1,2.9,,,951,12
6.5183003010661e+13,,2000,3,103,8,20087,1,3.4,,,701,12
6.5183012010661e+13,,2000,3,103,9,20087,1,3.7,,,701,12
6.5183019010661e+13,,2000,3,103,10,20087,1,1.1,,,701,12
6.5183026010661e+13,,2000,3,105,1,20087,1,25.1,,,823,12
6.5182155010661e+13,,2000,3,1,1,20174,1,31.8,89,89,951,12
6.5182157010661e+13,,2000,3,1,3,20174,1,22,71,71,802,12
6.5182159010661e+13,,2000,3,1,4,20174,1,5.7,43,43,951,12
6.5182161010661e+13,,2000,3,1,5,20174,1,5.8,38,38,951,12
6.5182163010661e+13,,2000,3,2,1,20174,1,8,45,45,375,12
6.5182165010661e+13,,2000,3,2,2,20174,1,5.8,45,45,375,12
6.5182167010661e+13,,2000,3,2,3,20174,1,5.8,45,45,375,12
6.5182169010661e+13,,2000,3,2,4,20174,1,1.1,15,,316,12
6.5182173010661e+13,,2000,3,3,1,20174,1,24.1,45,45,823,12
6.5182177010661e+13,,2000,3,101,1,20174,1,31.8,,,951,12
6.5182189010661e+13,,2000,3,101,3,20174,1,22,,,802,12
6.5182199010661e+13,,2000,3,102,1,20174,1,29.9,,,802,12
6.5182213010661e+13,,2000,3,102,2,20174,1,2.3,,,543,12
6.5182220010661e+13,,2000,3,102,3,20174,1,2.3,,,802,12
6.5182227010661e+13,,2000,3,102,4,20174,1,5.5,,,316,12
6.5182237010661e+13,,2000,3,103,1,20174,2,,,,951,12
6.5182244010661e+13,,2000,3,103,2,20174,2,,,,951,12
6.5182251010661e+13,,2000,3,103,3,20174,1,1.9,,,951,12
6.5182258010661e+13,,2000,3,104,1,20174,1,20.2,,,823,12
6.5182666010661e+13,,2000,3,1,1,20184,1,6.4,45,45,71,12
6.5182268010661e+13,,2000,3,104,2,20174,1,32,,,802,12
6.5182279010661e+13,,2000,3,105,1,20174,1,18.6,,,823,12
6.5182291010661e+13,,2000,3,105,2,20174,1,25.6,,,802,12
6.5182668010661e+13,,2000,3,1,2,20184,1,5.5,41,41,71,12
6.5182670010661e+13,,2000,3,1,3,20184,1,7.5,45,43,71,12
6.5182672010661e+13,,2000,3,1,4,20184,1,1.6,15,,71,12
6.5182676010661e+13,,2000,3,2,1,20184,1,7.9,43,41,71,12
6.5182678010661e+13,,2000,3,2,2,20184,1,5.7,35,35,71,12
6.5182680010661e+13,,2000,3,3,1,20184,1,6,40,40,71,12
6.5182682010661e+13,,2000,3,3,2,20184,1,5.2,31,31,71,12
6.5182688010661e+13,,2000,3,3,3,20184,2,7.4,48,37,71,12
6.5182690010661e+13,,2000,3,3,4,20184,1,5.5,35,35,71,12
6.5182692010661e+13,,2000,3,3,5,20184,1,6.1,37,37,71,12
6.5182694010661e+13,,2000,3,3,6,20184,1,1.6,19,,316,12
6.5182698010661e+13,,2000,3,3,7,20184,1,1.4,17,,316,12
6.5182702010661e+13,,2000,3,4,1,20184,1,6.4,41,41,71,12
6.5182704010661e+13,,2000,3,4,2,20184,2,7,46,15,71,12
6.5182706010661e+13,,2000,3,4,3,20184,1,5.2,35,34,71,12
6.5182708010661e+13,,2000,3,4,4,20184,1,5.4,37,37,71,12
6.5182710010661e+13,,2000,3,4,5,20184,1,5.3,42,42,71,12
6.5182714010661e+13,,2000,3,4,6,20184,1,5.7,39,38,71,12
6.5182716010661e+13,,2000,3,4,7,20184,1,5.7,40,40,71,12
6.5182718010661e+13,,2000,3,4,8,20184,1,6.5,42,42,71,12
6.5182720010661e+13,,2000,3,4,9,20184,1,1.1,15,,375,12
6.5182724010661e+13,,2000,3,4,10,20184,1,1.1,15,,375,12
6.5183112010661e+13,,2000,3,3,1,20230,2,10.3,58,31,746,12
6.5183114010661e+13,,2000,3,3,2,20230,1,7.7,59,59,746,12
