"TREE_UNIQUE_ID","PLOT_UNIQUE_ID","TREE_CN","PREV_TRE_CN","PLT_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE","COUNTYCD","STATECD","PREV_PLT_CN","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","LAT","LON","ELEV","COND_NONSAMPLE_REASN_CD","last_meas_year","last_status","last_DIA","is_sapling","new_sapling","sapling_sapling","sapling_tree","sapling_dead","sapling_removed"
"9_1_13_209_1_22","9_1_13_209",509574101126144,28474149020004,373850942489998,2017,1,1,22,209,1,1.4,16,16,316,7,13,9,220913477010661,1,NA,2017,10,31,6.6,2,1,5,0,41.887819,-72.347489,630,NA,2011,1,1.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_209_2_7","9_1_13_209",509574108126144,NA,373850942489998,2017,1,2,7,209,1,1,8,8,129,7,13,9,220913477010661,1,NA,2017,10,31,6.6,2,1,5,0,41.887819,-72.347489,630,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_209_2_8","9_1_13_209",509574109126144,NA,373850942489998,2017,1,2,8,209,1,1,8,8,129,7,13,9,220913477010661,1,NA,2017,10,31,6.6,2,1,5,0,41.887819,-72.347489,630,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_21_1_27","9_1_13_21",74337113010538,NA,74337054010538,2006,1,1,27,21,1,4,35,NA,316,5,13,9,NA,1,NA,2007,2,15,8.9,1,115,5,0,42.023971,-72.283352,900,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_21_1_27","9_1_13_21",242156196010661,74337113010538,168930849010661,2010,1,1,27,21,1,4.1,36,NA,316,6,13,9,74337054010538,1,NA,2010,4,15,3.2,2,1,6,0,42.023971,-72.283352,900,NA,2007,1,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_1_27","9_1_13_21",460283412489998,242156196010661,304031869489998,2016,1,1,27,21,1,4.2,30,30,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,2,2010,1,4.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_1_27","9_1_13_21",460283412489998,242156196010661,304031869489998,2016,1,1,27,21,1,4.2,30,30,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,NA,2017,1,4.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_2_6","9_1_13_21",74337129010538,NA,74337054010538,2006,1,2,6,21,1,1.1,15,NA,316,5,13,9,NA,1,NA,2007,2,15,8.9,1,115,5,0,42.023971,-72.283352,900,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_21_2_6","9_1_13_21",242156204010661,74337129010538,168930849010661,2010,1,2,6,21,1,1.1,15,NA,316,6,13,9,74337054010538,1,NA,2010,4,15,3.2,2,1,6,0,42.023971,-72.283352,900,NA,2007,1,1.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_2_6","9_1_13_21",460283421489998,242156204010661,304031869489998,2016,1,2,6,21,0,NA,NA,NA,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,2,2010,1,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_13_21_2_6","9_1_13_21",460283421489998,242156204010661,304031869489998,2016,1,2,6,21,0,NA,NA,NA,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,NA,2017,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9_1_13_21_3_4","9_1_13_21",74337137010538,NA,74337054010538,2006,1,3,4,21,1,1.2,16,NA,316,5,13,9,NA,1,NA,2007,2,15,8.9,1,115,5,0,42.023971,-72.283352,900,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_21_3_4","9_1_13_21",242156208010661,74337137010538,168930849010661,2010,1,3,4,21,1,1.4,17,NA,316,6,13,9,74337054010538,1,NA,2010,4,15,3.2,2,1,6,0,42.023971,-72.283352,900,NA,2007,1,1.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_3_4","9_1_13_21",460283425489998,242156208010661,304031869489998,2016,1,3,4,21,1,1.7,20,20,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,2,2010,1,1.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_3_4","9_1_13_21",460283425489998,242156208010661,304031869489998,2016,1,3,4,21,1,1.7,20,20,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,NA,2017,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_3_5","9_1_13_21",242156209010661,NA,168930849010661,2010,1,3,5,21,1,1.1,15,NA,802,6,13,9,74337054010538,1,NA,2010,4,15,3.2,2,1,6,0,42.023971,-72.283352,900,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_21_3_5","9_1_13_21",460283426489998,242156209010661,304031869489998,2016,1,3,5,21,1,1.2,15,15,802,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,2,2010,1,1.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_3_5","9_1_13_21",460283426489998,242156209010661,304031869489998,2016,1,3,5,21,1,1.2,15,15,802,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,NA,2017,1,1.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_3_6","9_1_13_21",242156210010661,NA,168930849010661,2010,1,3,6,21,1,1,14,NA,316,6,13,9,74337054010538,1,NA,2010,4,15,3.2,2,1,6,0,42.023971,-72.283352,900,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_21_3_6","9_1_13_21",460283427489998,242156210010661,304031869489998,2016,1,3,6,21,1,1.2,16,16,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,2,2010,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_3_6","9_1_13_21",460283427489998,242156210010661,304031869489998,2016,1,3,6,21,1,1.2,16,16,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,NA,2017,1,1.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_4_10","9_1_13_21",74337157010538,NA,74337054010538,2006,1,4,10,21,1,1.9,21,NA,316,5,13,9,NA,1,NA,2007,2,15,8.9,1,115,5,0,42.023971,-72.283352,900,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_21_4_10","9_1_13_21",242156220010661,74337157010538,168930849010661,2010,1,4,10,21,1,2,22,NA,316,6,13,9,74337054010538,1,NA,2010,4,15,3.2,2,1,6,0,42.023971,-72.283352,900,NA,2007,1,1.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_4_10","9_1_13_21",460283437489998,242156220010661,304031869489998,2016,1,4,10,21,1,2.1,24,20,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,NA,2010,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_21_4_10","9_1_13_21",460283437489998,242156220010661,304031869489998,2016,1,4,10,21,1,2.1,24,20,316,7,13,9,168930849010661,1,NA,2017,1,6,6.7,2,1,6,0,42.023971,-72.283352,900,2,2017,1,2.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_231_2_1","9_1_13_231",74337382010538,NA,74337262010538,2006,1,2,1,231,1,3,29,NA,316,5,13,9,NA,1,NA,2006,11,8,NA,1,1,4,2,41.71236,-72.316275,530,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_231_2_1","9_1_13_231",242156245010661,74337382010538,168930859010661,2010,1,2,1,231,1,3,29,NA,316,6,13,9,74337262010538,1,NA,2010,4,19,3.4,2,1,4,0,41.71236,-72.316275,530,NA,2006,1,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_231_2_1","9_1_13_231",459832150489998,242156245010661,304031872489998,2016,1,2,1,231,1,3,26,26,316,7,13,9,168930859010661,1,NA,2016,9,27,6.4,2,1,4,2,41.71236,-72.316275,530,NA,2010,1,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_231_2_2","9_1_13_231",74337384010538,NA,74337262010538,2006,1,2,2,231,1,2,22,NA,316,5,13,9,NA,1,NA,2006,11,8,NA,1,1,4,2,41.71236,-72.316275,530,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_231_2_2","9_1_13_231",242156246010661,74337384010538,168930859010661,2010,1,2,2,231,1,2,22,NA,316,6,13,9,74337262010538,1,NA,2010,4,19,3.4,2,1,4,0,41.71236,-72.316275,530,NA,2006,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_231_2_2","9_1_13_231",459832151489998,242156246010661,304031872489998,2016,1,2,2,231,1,2.1,23,23,316,7,13,9,168930859010661,1,NA,2016,9,27,6.4,2,1,4,2,41.71236,-72.316275,530,NA,2010,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_10","9_1_13_243",188371920020004,NA,247050440010661,2012,1,2,10,243,1,1,14,NA,379,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_10","9_1_13_243",647441367126144,188371920020004,445525706489998,2018,1,2,10,243,1,2,26,26,379,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_11","9_1_13_243",188371921020004,NA,247050440010661,2012,1,2,11,243,1,1,14,NA,372,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_11","9_1_13_243",647441368126144,188371921020004,445525706489998,2018,1,2,11,243,1,1.7,24,24,372,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_12","9_1_13_243",188371922020004,NA,247050440010661,2012,1,2,12,243,1,1,14,NA,372,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_12","9_1_13_243",647441369126144,188371922020004,445525706489998,2018,1,2,12,243,1,1.5,22,22,372,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_13","9_1_13_243",188371923020004,NA,247050440010661,2012,1,2,13,243,1,1.5,18,NA,316,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_13","9_1_13_243",647441370126144,188371923020004,445525706489998,2018,1,2,13,243,1,2.4,23,23,316,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_14","9_1_13_243",188371924020004,NA,247050440010661,2012,1,2,14,243,1,1.3,17,NA,316,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_14","9_1_13_243",647441371126144,188371924020004,445525706489998,2018,1,2,14,243,1,1.7,20,20,316,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_15","9_1_13_243",188371925020004,NA,247050440010661,2012,1,2,15,243,1,1.8,21,NA,316,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_15","9_1_13_243",647441372126144,188371925020004,445525706489998,2018,1,2,15,243,1,2.6,23,23,316,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_16","9_1_13_243",188371926020004,NA,247050440010661,2012,1,2,16,243,1,1,14,NA,316,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_16","9_1_13_243",647441373126144,188371926020004,445525706489998,2018,1,2,16,243,2,NA,NA,NA,316,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_13_243_2_17","9_1_13_243",188371927020004,NA,247050440010661,2012,1,2,17,243,1,1.3,17,NA,316,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_17","9_1_13_243",647441374126144,188371927020004,445525706489998,2018,1,2,17,243,1,2,22,22,316,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_18","9_1_13_243",188371928020004,NA,247050440010661,2012,1,2,18,243,1,1.2,16,NA,833,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_18","9_1_13_243",647441375126144,188371928020004,445525706489998,2018,1,2,18,243,1,1.5,16,16,833,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_19","9_1_13_243",188371929020004,NA,247050440010661,2012,1,2,19,243,1,1,14,NA,833,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_19","9_1_13_243",647441376126144,188371929020004,445525706489998,2018,1,2,19,243,1,1.1,14,14,833,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_2_20","9_1_13_243",647441377126144,NA,445525706489998,2018,1,2,20,243,1,1.3,18,18,372,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_21","9_1_13_243",647441378126144,NA,445525706489998,2018,1,2,21,243,1,1,14,14,833,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_2_22","9_1_13_243",647441379126144,NA,445525706489998,2018,1,2,22,243,1,1.7,23,23,372,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_4_6","9_1_13_243",163789487010661,NA,122555919010661,2007,1,4,6,243,1,2.6,21,NA,129,5,13,9,NA,1,NA,2008,3,18,10,1,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_4_6","9_1_13_243",188371942020004,163789487010661,247050440010661,2012,1,4,6,243,1,4.3,29,NA,129,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,2008,1,2.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_4_6","9_1_13_243",647441392126144,188371942020004,445525706489998,2018,1,4,6,243,1,7.2,24,24,129,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,4.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"9_1_13_243_4_7","9_1_13_243",188371943020004,NA,247050440010661,2012,1,4,7,243,1,1.8,16,NA,129,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_4_7","9_1_13_243",647441393126144,188371943020004,445525706489998,2018,1,4,7,243,1,3.7,23,23,129,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_4_8","9_1_13_243",188371944020004,NA,247050440010661,2012,1,4,8,243,1,1.3,17,NA,316,6,13,9,122555919010661,1,NA,2012,3,19,4,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_243_4_8","9_1_13_243",647441394126144,188371944020004,445525706489998,2018,1,4,8,243,1,2,20,20,316,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,2012,1,1.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_243_4_9","9_1_13_243",647441395126144,NA,445525706489998,2018,1,4,9,243,1,1.2,17,17,316,7,13,9,247050440010661,1,NA,2018,3,6,6,2,1,4,0,41.980313,-72.196906,1050,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_258_1_27","9_1_13_258",163789330010661,NA,122555929010661,2007,1,1,27,258,1,1.9,21,NA,531,5,13,9,NA,1,NA,2008,3,19,10,1,1,5,0,41.766139,-72.221401,480,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_258_1_27","9_1_13_258",188372048020004,163789330010661,247050444010661,2012,1,1,27,258,1,2.3,24,NA,531,6,13,9,122555929010661,1,NA,2012,3,19,4,2,1,6,2,41.766139,-72.221401,480,NA,2008,1,1.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_258_1_27","9_1_13_258",647441461126144,188372048020004,445525708489998,2018,1,1,27,258,1,2.9,27,27,531,7,13,9,247050444010661,1,NA,2018,3,7,6,2,1,6,9,41.766139,-72.221401,480,NA,2012,1,2.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_258_3_13","9_1_13_258",163789353010661,NA,122555929010661,2007,1,3,13,258,1,1.1,15,NA,531,5,13,9,NA,1,NA,2008,3,19,10,1,1,5,0,41.766139,-72.221401,480,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_258_3_13","9_1_13_258",188372069020004,163789353010661,247050444010661,2012,1,3,13,258,1,1.4,17,NA,531,6,13,9,122555929010661,1,NA,2012,3,19,4,2,1,6,2,41.766139,-72.221401,480,NA,2008,1,1.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_258_3_13","9_1_13_258",647441482126144,188372069020004,445525708489998,2018,1,3,13,258,1,1.7,20,20,531,7,13,9,247050444010661,1,NA,2018,3,7,6,2,1,6,9,41.766139,-72.221401,480,NA,2012,1,1.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_258_3_14","9_1_13_258",163789354010661,NA,122555929010661,2007,1,3,14,258,1,1.5,18,NA,531,5,13,9,NA,1,NA,2008,3,19,10,1,1,5,0,41.766139,-72.221401,480,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_258_3_14","9_1_13_258",188372070020004,163789354010661,247050444010661,2012,1,3,14,258,1,1.9,21,NA,531,6,13,9,122555929010661,1,NA,2012,3,19,4,2,1,6,2,41.766139,-72.221401,480,NA,2008,1,1.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_258_3_14","9_1_13_258",647441483126144,188372070020004,445525708489998,2018,1,3,14,258,1,2.2,27,27,531,7,13,9,247050444010661,1,NA,2018,3,7,6,2,1,6,9,41.766139,-72.221401,480,NA,2012,1,1.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_258_4_6","9_1_13_258",163789360010661,NA,122555929010661,2007,1,4,6,258,1,1.1,15,NA,318,5,13,9,NA,1,NA,2008,3,19,10,1,1,5,0,41.766139,-72.221401,480,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_258_4_6","9_1_13_258",188372076020004,163789360010661,247050444010661,2012,1,4,6,258,1,1.1,15,NA,318,6,13,9,122555929010661,1,NA,2012,3,19,4,2,1,6,2,41.766139,-72.221401,480,NA,2008,1,1.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_258_4_6","9_1_13_258",647441488126144,188372076020004,445525708489998,2018,1,4,6,258,1,1.2,16,16,318,7,13,9,247050444010661,1,NA,2018,3,7,6,2,1,6,9,41.766139,-72.221401,480,NA,2012,1,1.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_323_4_1","9_1_13_323",55918765010538,NA,55918691010538,2003,1,4,1,323,1,3.1,24,24,407,5,13,9,NA,1,NA,2003,7,24,NA,1,1,4,0,41.824574,-72.370874,740,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_323_4_1","9_1_13_323",207503192010661,55918765010538,119774161010661,2008,1,4,1,323,2,NA,NA,NA,407,6,13,9,55918691010538,1,NA,2008,7,1,4.9,2,1,4,4,41.824574,-72.370874,740,NA,2003,1,3.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_13_338_3_1","9_1_13_338",62290575010538,NA,62290501010538,2005,1,3,1,338,1,1.9,21,NA,421,5,13,9,NA,1,NA,2005,5,2,NA,1,1,4,0,42.016472,-72.491732,280,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_338_3_1","9_1_13_338",224829277010661,62290575010538,144988735010661,2009,1,3,1,338,1,2,22,NA,421,6,13,9,62290501010538,1,NA,2009,6,10,4.1,2,1,4,0,42.016472,-72.491732,280,NA,2005,1,1.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_338_3_1","9_1_13_338",352235755489998,224829277010661,168249047020004,2015,1,3,1,338,1,2.3,24,NA,421,7,13,9,144988735010661,1,NA,2015,4,2,5.8,2,1,5,0,42.016472,-72.491732,280,NA,2009,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_338_4_1","9_1_13_338",62290595010538,NA,62290501010538,2005,1,4,1,338,1,1.8,21,NA,316,5,13,9,NA,1,NA,2005,5,2,NA,1,1,4,0,42.016472,-72.491732,280,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_338_4_1","9_1_13_338",224829288010661,62290595010538,144988735010661,2009,1,4,1,338,2,NA,NA,NA,316,6,13,9,62290501010538,1,NA,2009,6,10,4.1,2,1,4,0,42.016472,-72.491732,280,NA,2005,1,1.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"9_1_13_338_4_2","9_1_13_338",62290597010538,NA,62290501010538,2005,1,4,2,338,1,1.7,20,NA,421,5,13,9,NA,1,NA,2005,5,2,NA,1,1,4,0,42.016472,-72.491732,280,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_338_4_2","9_1_13_338",224829289010661,62290597010538,144988735010661,2009,1,4,2,338,1,2.1,23,NA,421,6,13,9,62290501010538,1,NA,2009,6,10,4.1,2,1,4,0,42.016472,-72.491732,280,NA,2005,1,1.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_338_4_2","9_1_13_338",352235773489998,224829289010661,168249047020004,2015,1,4,2,338,1,2.4,25,NA,421,7,13,9,144988735010661,1,NA,2015,4,2,5.8,2,1,5,0,42.016472,-72.491732,280,NA,2009,1,2.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_338_4_8","9_1_13_338",224829295010661,NA,144988735010661,2009,1,4,8,338,1,1.1,15,NA,421,6,13,9,62290501010538,1,NA,2009,6,10,4.1,2,1,4,0,42.016472,-72.491732,280,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_338_4_8","9_1_13_338",352235771489998,224829295010661,168249047020004,2015,1,4,8,338,1,1.8,21,NA,421,7,13,9,144988735010661,1,NA,2015,4,2,5.8,2,1,5,0,42.016472,-72.491732,280,NA,2009,1,1.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_339_1_1","9_1_13_339",62173504010538,NA,55923589010538,2004,1,1,1,339,1,2.6,27,NA,316,5,13,9,NA,1,NA,2004,11,18,NA,1,1,2,0,41.856603,-72.399283,750,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
"9_1_13_339_1_1","9_1_13_339",224829466010661,62173504010538,144988737010661,2009,1,1,1,339,1,2.8,28,NA,316,6,13,9,55923589010538,1,NA,2010,2,25,5.3,2,1,2,0,41.856603,-72.399283,750,NA,2004,1,2.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_339_1_1","9_1_13_339",306744061489998,224829466010661,168249035020004,2014,1,1,1,339,1,3.1,30,NA,316,7,13,9,144988737010661,1,NA,2014,5,5,4.2,2,1,2,0,41.856603,-72.399283,750,NA,2010,1,2.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_339_1_1","9_1_13_339",1255574728290487,306744061489998,719393260290487,2021,1,1,1,339,1,3.7,39,39,316,8,13,9,168249035020004,1,NA,2021,7,12,7.2,2,1,2,0,41.856603,-72.399283,750,NA,2014,1,3.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"9_1_13_339_2_1","9_1_13_339",62173516010538,NA,55923589010538,2004,1,2,1,339,1,3.3,31,NA,316,5,13,9,NA,1,NA,2004,11,18,NA,1,1,2,0,41.856603,-72.399283,750,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE
