"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5355342010661e+13,,2000,3,1,1,20004,1,18.6,89,89,318,12
6.5355344010661e+13,,2000,3,1,2,20004,1,10.7,79,79,318,12
6.5355346010661e+13,,2000,3,2,1,20004,1,9.2,61,61,975,12
6.5355348010661e+13,,2000,3,2,2,20004,1,7.5,63,63,975,12
6.5355360010661e+13,,2000,3,2,7,20004,1,3.2,30,,975,12
6.5355350010661e+13,,2000,3,2,3,20004,1,16.3,62,62,318,12
6.5355352010661e+13,,2000,3,2,4,20004,1,10.1,65,65,402,12
6.5355354010661e+13,,2000,3,2,5,20004,1,5.6,41,41,318,12
6.5355356010661e+13,,2000,3,2,6,20004,1,3,29,,701,12
6.5355364010661e+13,,2000,3,4,1,20004,1,16.3,70,70,318,12
6.5355366010661e+13,,2000,3,4,2,20004,1,16.9,67,67,318,12
6.5355368010661e+13,,2000,3,4,3,20004,1,18.4,58,58,318,12
6.5355370010661e+13,,2000,3,4,4,20004,1,1.8,21,,701,12
6.5355374010661e+13,,2000,3,4,5,20004,1,2.3,24,,951,12
6.5355378010661e+13,,2000,3,4,6,20004,1,1.6,19,,951,12
6.5355382010661e+13,,2000,3,101,1,20004,1,18.6,,,318,12
6.5355392010661e+13,,2000,3,102,1,20004,2,,,,318,12
6.5355397010661e+13,,2000,3,102,2,20004,1,21.5,,,318,12
6.5355407010661e+13,,2000,3,102,3,20004,1,13.2,,,318,12
6.5355417010661e+13,,2000,3,103,2,20004,1,12.3,,,972,12
6.5355427010661e+13,,2000,3,103,3,20004,1,7.5,,,972,12
6.5355437010661e+13,,2000,3,103,4,20004,1,3.5,,,318,12
6.5355444010661e+13,,2000,3,104,1,20004,1,30,,,318,12
6.5355455010661e+13,,2000,3,104,2,20004,1,23.1,,,318,12
6.5355465010661e+13,,2000,3,105,1,20004,3,,,,318,12
6.5355472010661e+13,,2000,3,105,2,20004,3,,,,318,12
6.5355479010661e+13,,2000,3,105,3,20004,1,14.8,,,318,12
6.5355489010661e+13,,2000,3,105,4,20004,3,,,,975,12
6.5355204010661e+13,,2000,3,101,1,20148,2,,,,544,12
6.5355210010661e+13,,2000,3,101,2,20148,2,,,,823,12
6.5355216010661e+13,,2000,3,102,1,20148,2,,,,544,12
6.5355222010661e+13,,2000,3,102,2,20148,2,,,,544,12
6.5355227010661e+13,,2000,3,105,1,20148,2,,,,544,12
