"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5124903010661e+13,,2000,4,1,1,20166,1,1.7,25,25,701,12
6.5124907010661e+13,,2000,4,1,2,20166,1,1,14,14,701,12
6.5124911010661e+13,,2000,4,1,3,20166,2,7,46,38,823,12
6.5124913010661e+13,,2000,4,1,4,20166,1,7.6,57,57,823,12
6.5124919010661e+13,,2000,4,1,7,20166,1,16.6,67,67,823,12
6.5124915010661e+13,,2000,4,1,5,20166,1,11,80,80,823,12
6.5124917010661e+13,,2000,4,1,6,20166,1,10.1,79,79,823,12
6.5124921010661e+13,,2000,4,1,8,20166,2,7,46,13,823,12
6.5124923010661e+13,,2000,4,1,9,20166,1,11.4,59,59,823,12
6.5124925010661e+13,,2000,4,1,10,20166,1,12.5,66,66,823,12
6.5124927010661e+13,,2000,4,2,1,20166,1,6.8,30,30,701,12
6.5124929010661e+13,,2000,4,2,2,20166,1,7,34,34,701,12
6.5124931010661e+13,,2000,4,2,3,20166,1,6.8,43,43,701,12
6.5124933010661e+13,,2000,4,2,4,20166,1,5.8,55,55,701,12
6.5124935010661e+13,,2000,4,2,5,20166,1,6.5,42,21,701,12
6.5124938010661e+13,,2000,4,2,6,20166,1,6.6,54,54,701,12
6.5124940010661e+13,,2000,4,2,7,20166,1,6,36,36,701,12
6.5124942010661e+13,,2000,4,3,1,20166,1,4.1,35,35,701,12
6.5124946010661e+13,,2000,4,3,2,20166,1,6.6,38,38,701,12
6.5124948010661e+13,,2000,4,3,3,20166,1,14.7,58,58,823,12
6.5124950010661e+13,,2000,4,3,4,20166,1,12.4,65,65,823,12
6.5124952010661e+13,,2000,4,3,5,20166,1,9,63,63,823,12
6.5124954010661e+13,,2000,4,3,6,20166,1,10.7,66,66,823,12
6.5124956010661e+13,,2000,4,3,7,20166,1,13.5,63,63,823,12
6.5124958010661e+13,,2000,4,3,8,20166,1,9,53,53,823,12
6.5124960010661e+13,,2000,4,3,9,20166,1,7.2,42,42,823,12
6.5124962010661e+13,,2000,4,3,10,20166,1,10.8,67,67,823,12
6.5124964010661e+13,,2000,4,3,11,20166,1,12.5,76,76,823,12
6.5124966010661e+13,,2000,4,3,12,20166,1,9.5,52,52,823,12
6.5124968010661e+13,,2000,4,3,13,20166,1,13.2,57,57,823,12
6.5124970010661e+13,,2000,4,4,1,20166,1,14,47,47,823,12
6.5124972010661e+13,,2000,4,101,6,20166,1,10.1,,,823,12
6.5124982010661e+13,,2000,4,101,10,20166,1,12.5,,,823,12
6.5124992010661e+13,,2000,4,101,11,20166,1,1.1,,,701,12
6.5124999010661e+13,,2000,4,101,12,20166,1,1.3,,,701,12
6.5125007010661e+13,,2000,4,102,1,20166,1,12.2,,,823,12
6.5125017010661e+13,,2000,4,102,2,20166,1,1.7,,,701,12
6.5125024010661e+13,,2000,4,102,3,20166,1,12.2,,,823,12
6.5125034010661e+13,,2000,4,102,4,20166,1,19.9,,,823,12
6.5125044010661e+13,,2000,4,102,5,20166,2,,,,701,12
6.5125053010661e+13,,2000,4,103,1,20166,1,14.5,,,833,12
6.5125063010661e+13,,2000,4,103,2,20166,1,19.4,,,833,12
6.5125073010661e+13,,2000,4,103,3,20166,1,6.6,,,701,12
6.5125083010661e+13,,2000,4,105,1,20166,2,11.1,,,972,12
6.5125089010661e+13,,2000,4,105,3,20166,2,8.6,,,972,12
6.5125807010661e+13,,2000,4,2,1,20467,1,10.5,60,60,951,12
6.5125809010661e+13,,2000,4,2,2,20467,1,7,50,50,951,12
6.5125811010661e+13,,2000,4,2,3,20467,1,10.9,58,58,951,12
6.5125813010661e+13,,2000,4,2,4,20467,1,10.9,60,60,544,12
6.5125815010661e+13,,2000,4,2,5,20467,1,13.3,60,60,951,12
6.5125817010661e+13,,2000,4,2,6,20467,1,10.7,60,60,951,12
6.5125819010661e+13,,2000,4,2,7,20467,1,13.8,52,52,951,12
6.5125821010661e+13,,2000,4,2,8,20467,1,5.5,40,40,701,12
