"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.6006762010661e+13,,2002,4,1,1,20214,1,33.4,72,72,922,12
6.6006764010661e+13,,2002,4,1,2,20214,1,6.2,50,50,544,12
6.6006766010661e+13,,2002,4,1,3,20214,1,12.1,81,81,544,12
6.6006768010661e+13,,2002,4,1,4,20214,1,9,74,74,544,12
6.6006776010661e+13,,2002,4,1,8,20214,1,6.8,45,45,544,12
6.6006770010661e+13,,2002,4,1,5,20214,1,9.6,89,89,544,12
6.6006772010661e+13,,2002,4,1,6,20214,1,7.3,20,20,544,12
6.6006774010661e+13,,2002,4,1,7,20214,1,8,57,57,544,12
6.6006778010661e+13,,2002,4,1,9,20214,1,7.4,59,59,544,12
6.6006780010661e+13,,2002,4,1,10,20214,1,7.4,62,62,544,12
6.6006782010661e+13,,2002,4,1,11,20214,1,8.4,59,59,544,12
6.6006784010661e+13,,2002,4,1,12,20214,1,7.9,58,58,544,12
6.6006786010661e+13,,2002,4,1,13,20214,1,5.4,42,42,544,12
6.6006810010661e+13,,2002,4,2,1,20214,1,7,40,40,544,12
6.6006812010661e+13,,2002,4,2,2,20214,1,9.9,89,89,544,12
6.6006814010661e+13,,2002,4,2,3,20214,1,17.5,28,28,544,12
6.6006816010661e+13,,2002,4,2,4,20214,1,7.3,53,53,544,12
6.6006818010661e+13,,2002,4,2,5,20214,1,9.5,61,61,544,12
6.6006820010661e+13,,2002,4,2,6,20214,1,12.6,98,98,544,12
6.6006822010661e+13,,2002,4,2,7,20214,1,10.6,107,107,544,12
6.6006824010661e+13,,2002,4,2,8,20214,1,5.3,30,30,544,12
6.6006826010661e+13,,2002,4,2,9,20214,1,6.6,42,42,975,12
6.6006808010661e+13,,2002,4,2,10,20214,1,12.3,67,67,544,12
6.6006788010661e+13,,2002,4,2,11,20214,1,6.4,32,32,972,12
6.6006790010661e+13,,2002,4,2,12,20214,1,6.6,40,40,544,12
6.6006792010661e+13,,2002,4,2,13,20214,1,19.7,108,108,544,12
6.6006794010661e+13,,2002,4,2,14,20214,1,21.1,110,110,544,12
6.6006796010661e+13,,2002,4,2,15,20214,1,8.9,83,83,544,12
6.6006798010661e+13,,2002,4,2,16,20214,2,8.3,51,45,544,12
6.6006800010661e+13,,2002,4,2,17,20214,1,6.5,41,41,544,12
6.6006802010661e+13,,2002,4,2,18,20214,1,8.2,52,52,544,12
6.6006804010661e+13,,2002,4,2,19,20214,1,6.6,37,37,544,12
6.6006806010661e+13,,2002,4,2,20,20214,1,5.1,30,30,544,12
6.6006828010661e+13,,2002,4,4,1,20214,1,9.3,55,55,975,12
6.6006830010661e+13,,2002,4,4,2,20214,1,5.1,30,30,500,12
6.6006832010661e+13,,2002,4,4,3,20214,1,6.3,32,32,500,12
9.2299631010661e+13,,2004,4,1,6,20130,1,2,22,,500,13
9.2299633010661e+13,6.4734196010661e+13,2004,4,2,1,20130,0,,,,972,13
9.2299635010661e+13,6.4734210010661e+13,2004,4,2,2,20130,0,,,,500,13
9.2299637010661e+13,6.4734223010661e+13,2004,4,2,3,20130,0,,,,500,13
9.2299639010661e+13,6.4734237010661e+13,2004,4,2,4,20130,0,,,,500,13
9.2299641010661e+13,6.4734270010661e+13,2004,4,2,8,20130,0,,,,500,13
9.2299643010661e+13,6.4734290010661e+13,2004,4,2,10,20130,0,,,,316,13
9.2299645010661e+13,6.4734391010661e+13,2004,4,3,1,20130,0,,,,972,13
9.2299647010661e+13,6.4734377010661e+13,2004,4,3,2,20130,0,,,,500,13
9.2299649010661e+13,6.4734303010661e+13,2004,4,3,3,20130,0,,,,500,13
9.2299651010661e+13,6.4734319010661e+13,2004,4,3,4,20130,0,,,,500,13
9.2299653010661e+13,6.4734350010661e+13,2004,4,3,7,20130,0,,,,972,13
9.2299655010661e+13,6.4734364010661e+13,2004,4,3,8,20130,0,,,,500,13
9.2299657010661e+13,6.4734406010661e+13,2004,4,4,1,20130,0,,,,972,13
9.2299659010661e+13,6.4734421010661e+13,2004,4,4,2,20130,0,,,,972,13
9.2299661010661e+13,6.4734439010661e+13,2004,4,4,3,20130,0,,,,972,13
9.2299663010661e+13,6.4734453010661e+13,2004,4,4,4,20130,0,,,,922,13
9.2299665010661e+13,6.4734467010661e+13,2004,4,4,5,20130,0,,,,922,13
9.2299667010661e+13,6.4734481010661e+13,2004,4,4,6,20130,0,,,,972,13
9.2299669010661e+13,6.4734494010661e+13,2004,4,4,7,20130,0,,,,922,13
9.2299671010661e+13,6.4734508010661e+13,2004,4,4,8,20130,0,,,,972,13
9.2299673010661e+13,6.4734521010661e+13,2004,4,4,9,20130,0,,,,972,13
1.56134135010661e+14,6.6006762010661e+13,2007,4,1,1,20214,2,,,,922,13
1.56134136010661e+14,6.6006764010661e+13,2007,4,1,2,20214,1,6.7,36,36,544,13
1.56134137010661e+14,6.6006766010661e+13,2007,4,1,3,20214,1,13.2,58,58,544,13
