"CN","PREV_TRE_CN","INVYR","UNITCD","SUBP","TREE","PLOT","STATUSCD","DIA","HT","ACTUALHT","SPCD","CYCLE"
6.5153161010661e+13,,2000,3,2,1,20145,1,13.4,56,56,951,12
6.5153163010661e+13,,2000,3,2,2,20145,1,15.5,56,56,951,12
6.5153165010661e+13,,2000,3,2,3,20145,1,5.1,25,13,951,12
6.5153167010661e+13,,2000,3,2,4,20145,1,9.6,45,45,951,12
6.5153169010661e+13,,2000,3,2,5,20145,1,6.8,26,26,951,12
6.5153171010661e+13,,2000,3,2,6,20145,1,5.1,40,40,951,12
6.5153173010661e+13,,2000,3,2,7,20145,1,7.5,45,45,318,12
6.5153175010661e+13,,2000,3,2,8,20145,2,13.4,66,48,972,12
6.5153177010661e+13,,2000,3,2,9,20145,2,8.8,53,21,972,12
6.5153179010661e+13,,2000,3,2,10,20145,1,13.5,52,52,951,12
6.5153181010661e+13,,2000,3,2,11,20145,1,8.8,27,27,951,12
6.5153183010661e+13,,2000,3,2,12,20145,1,14.6,48,48,951,12
6.5152996010661e+13,,2000,3,1,3,20298,1,9.4,63,63,544,12
6.5152998010661e+13,,2000,3,1,4,20298,1,5.2,32,32,313,12
6.5153000010661e+13,,2000,3,1,5,20298,1,15.5,60,60,823,12
6.5153002010661e+13,,2000,3,1,6,20298,1,13.7,58,58,823,12
6.5153004010661e+13,,2000,3,1,7,20298,1,7.6,50,50,544,12
6.5153006010661e+13,,2000,3,1,8,20298,1,3.1,30,,313,12
6.5153012010661e+13,,2000,3,3,1,20298,1,9.8,55,55,823,12
6.5153022010661e+13,,2000,3,3,5,20298,1,13.5,65,65,544,12
6.5153187010661e+13,,2000,3,2,13,20145,1,13.5,52,52,951,12
6.5153189010661e+13,,2000,3,2,14,20145,2,6.9,46,46,972,12
6.5153016010661e+13,,2000,3,3,2,20298,1,9.4,50,50,823,12
6.5153018010661e+13,,2000,3,3,3,20298,1,17.6,69,69,823,12
6.5153020010661e+13,,2000,3,3,4,20298,1,11,50,50,313,12
6.5153024010661e+13,,2000,3,101,1,20298,1,2.4,,,544,12
6.5153031010661e+13,,2000,3,101,2,20298,1,1.8,,,313,12
6.5153038010661e+13,,2000,3,102,1,20298,1,2.8,,,544,12
6.5153047010661e+13,,2000,3,105,1,20298,1,18.7,,,823,12
6.5153057010661e+13,,2000,3,105,2,20298,1,17.7,,,823,12
6.5153067010661e+13,,2000,3,105,3,20298,1,9.9,,,313,12
6.5826037010661e+13,,2001,3,1,1,20033,1,12.4,60,60,746,12
6.5826039010661e+13,,2001,3,1,2,20033,1,9.6,48,48,746,12
6.5826041010661e+13,,2001,3,1,3,20033,1,12.2,60,60,746,12
6.5826043010661e+13,,2001,3,1,4,20033,1,13.3,62,62,746,12
6.5826035010661e+13,,2001,3,1,5,20033,1,12.1,62,62,746,12
6.5826019010661e+13,,2001,3,1,6,20033,1,9.9,48,48,741,12
6.5826021010661e+13,,2001,3,1,7,20033,1,8.1,46,46,741,12
6.5826023010661e+13,,2001,3,1,8,20033,2,5.8,42,38,741,12
6.5826025010661e+13,,2001,3,1,9,20033,1,8.5,46,46,741,12
6.5826027010661e+13,,2001,3,1,10,20033,1,12.6,62,62,746,12
6.5826029010661e+13,,2001,3,1,11,20033,1,8.2,42,42,741,12
6.5826031010661e+13,,2001,3,1,12,20033,2,6.8,42,40,741,12
6.5826033010661e+13,,2001,3,1,13,20033,1,1.3,17,,746,12
6.5826045010661e+13,,2001,3,2,1,20033,2,7.9,50,18,972,12
6.5826047010661e+13,,2001,3,2,2,20033,1,11.7,60,60,746,12
6.5826049010661e+13,,2001,3,2,3,20033,1,12.3,58,58,823,12
6.5826051010661e+13,,2001,3,2,4,20033,1,3.3,31,,543,12
6.5826055010661e+13,,2001,3,3,1,20033,1,7.7,50,50,741,12
6.5826057010661e+13,,2001,3,3,2,20033,1,11,58,58,746,12
6.5826059010661e+13,,2001,3,3,3,20033,2,5.2,36,28,741,12
6.5826061010661e+13,,2001,3,3,4,20033,1,9.8,34,34,746,12
6.5826063010661e+13,,2001,3,3,5,20033,1,21.5,66,66,746,12
6.5826065010661e+13,,2001,3,3,6,20033,2,12.1,50,18,746,12
6.5826067010661e+13,,2001,3,3,7,20033,1,18.5,70,70,746,12
6.5826069010661e+13,,2001,3,3,8,20033,1,5.1,32,32,543,12
6.5826071010661e+13,,2001,3,3,9,20033,1,12.2,70,70,746,12
6.5826073010661e+13,,2001,3,3,10,20033,1,9.3,68,68,746,12
6.5826053010661e+13,,2001,3,3,11,20033,1,8.3,66,66,746,12
6.5826075010661e+13,,2001,3,4,1,20033,1,6.7,48,48,543,12
6.5826077010661e+13,,2001,3,4,2,20033,1,6.1,40,40,972,12
6.5826079010661e+13,,2001,3,4,3,20033,1,5.1,36,36,543,12
6.5826081010661e+13,,2001,3,4,4,20033,1,6.1,40,40,543,12
6.5826083010661e+13,,2001,3,4,5,20033,1,6.2,44,44,543,12
6.5826085010661e+13,,2001,3,4,6,20033,1,7.2,44,44,543,12
6.5826087010661e+13,,2001,3,4,7,20033,1,4.6,38,,746,12
6.5825915010661e+13,,2001,3,2,1,20087,1,22.4,48,48,823,12
